TradeID,Product,Delivery Start,Delivery End,isOTC,Execution time,Side,Market area,is Half Trade,Is Self Trade,Price,Currency,Quantity (MW)
1110581582,XBID_Hour_Power,20200611T010000Z,20200611T020000Z,N,20200610T220410.407Z,BUY,NL,N,N,19.00,EUR,0.2
1110582713,XBID_Hour_Power,20200611T000000Z,20200611T010000Z,N,20200610T221828.324Z,SELL,NL,N,N,20.95,EUR,0.5
1110582714,XBID_Hour_Power,20200611T000000Z,20200611T010000Z,N,20200610T221828.324Z,SELL,NL,N,N,20.85,EUR,0.5
1110582715,XBID_Hour_Power,20200611T000000Z,20200611T010000Z,N,20200610T221828.324Z,SELL,NL,N,N,20.85,EUR,0.2
1110582721,XBID_Hour_Power,20200611T010000Z,20200611T020000Z,N,20200610T221839.129Z,BUY,NL,N,N,20.20,EUR,2.5
1110582735,XBID_Hour_Power,20200611T040000Z,20200611T050000Z,N,20200610T221855.460Z,SELL,NL,N,N,19.60,EUR,4.0
1110582792,XBID_Hour_Power,20200611T010000Z,20200611T020000Z,N,20200610T222036.672Z,BUY,NL,Y,U,19.83,EUR,0.4
1110582793,XBID_Hour_Power,20200611T010000Z,20200611T020000Z,N,20200610T222038.366Z,BUY,NL,Y,U,19.69,EUR,0.2
1110582897,XBID_Hour_Power,20200611T000000Z,20200611T010000Z,N,20200610T222113.127Z,BUY,NL,N,N,21.07,EUR,0.3
1110582898,XBID_Hour_Power,20200611T000000Z,20200611T010000Z,N,20200610T222113.127Z,BUY,NL,N,N,21.09,EUR,4.0
1110582899,XBID_Hour_Power,20200611T000000Z,20200611T010000Z,N,20200610T222113.127Z,BUY,NL,N,N,21.10,EUR,4.5
1110582901,XBID_Hour_Power,20200611T000000Z,20200611T010000Z,N,20200610T222116.583Z,BUY,NL,N,N,21.10,EUR,1.2
1110582902,XBID_Hour_Power,20200611T000000Z,20200611T010000Z,N,20200610T222116.664Z,BUY,NL,N,N,21.10,EUR,5.0
1110582903,XBID_Hour_Power,20200611T000000Z,20200611T010000Z,N,20200610T222116.672Z,BUY,NL,N,N,21.10,EUR,5.0
1110582904,XBID_Hour_Power,20200611T000000Z,20200611T010000Z,N,20200610T222116.794Z,BUY,NL,N,N,21.10,EUR,2.0
1110582914,XBID_Hour_Power,20200611T000000Z,20200611T010000Z,N,20200610T222117.091Z,BUY,NL,N,N,21.10,EUR,4.3
1110582924,XBID_Hour_Power,20200611T010000Z,20200611T020000Z,N,20200610T222121.522Z,BUY,NL,N,N,20.03,EUR,0.2
1110582925,XBID_Hour_Power,20200611T010000Z,20200611T020000Z,N,20200610T222121.522Z,BUY,NL,N,N,20.07,EUR,0.4
1110582926,XBID_Hour_Power,20200611T010000Z,20200611T020000Z,N,20200610T222121.522Z,BUY,NL,N,N,20.08,EUR,1.0
1110582927,XBID_Hour_Power,20200611T010000Z,20200611T020000Z,N,20200610T222121.522Z,BUY,NL,N,N,20.08,EUR,3.0
1110582929,XBID_Hour_Power,20200611T060000Z,20200611T070000Z,N,20200610T222123.397Z,SELL,NL,N,N,27.17,EUR,3.0
1110582930,XBID_Hour_Power,20200611T060000Z,20200611T070000Z,N,20200610T222123.397Z,SELL,NL,Y,U,26.82,EUR,4.0
1110582933,XBID_Hour_Power,20200611T000000Z,20200611T010000Z,N,20200610T222125.991Z,BUY,NL,N,N,21.10,EUR,2.6
1110582936,XBID_Hour_Power,20200611T000000Z,20200611T010000Z,N,20200610T222127.698Z,BUY,NL,N,N,21.10,EUR,1.1
1110582938,XBID_Hour_Power,20200611T000000Z,20200611T010000Z,N,20200610T222129.381Z,BUY,NL,N,N,21.10,EUR,0.4
1110582939,XBID_Hour_Power,20200611T000000Z,20200611T010000Z,N,20200610T222129.381Z,BUY,NL,N,N,21.10,EUR,10.0
1110582946,XBID_Hour_Power,20200611T000000Z,20200611T010000Z,N,20200610T222131.150Z,BUY,NL,N,N,21.10,EUR,0.4
