TradeID,Product,Delivery Start,Delivery End,isOTC,Execution time,Side,Market area,is Half Trade,Is Self Trade,Price,Currency,Quantity (MW)
1122676113,XBID_Hour_Power,20200826T040000Z,20200826T050000Z,N,20200825T220420.013Z,BUY,NL,N,N,30.76,EUR,0.6
1122676114,XBID_Hour_Power,20200826T040000Z,20200826T050000Z,N,20200825T220420.013Z,BUY,NL,N,N,30.76,EUR,1.1
1122676271,XBID_Hour_Power,20200826T000000Z,20200826T010000Z,N,20200825T220512.084Z,BUY,NL,N,N,2.17,EUR,5.0
1122676398,XBID_Hour_Power,20200826T000000Z,20200826T010000Z,N,20200825T220539.870Z,BUY,NL,N,N,-0.45,EUR,0.7
1122676600,XBID_Hour_Power,20200826T040000Z,20200826T050000Z,N,20200825T220619.621Z,BUY,NL,Y,U,30.22,EUR,0.1
1122676607,XBID_Hour_Power,20200826T040000Z,20200826T050000Z,N,20200825T220621.020Z,BUY,NL,N,N,30.12,EUR,0.1
1122676669,XBID_Hour_Power,20200826T040000Z,20200826T050000Z,N,20200825T220638.687Z,SELL,NL,N,N,29.89,EUR,0.1
1122677005,Intraday_Hour_Power,20200825T230000Z,20200826T000000Z,N,20200825T220809.550Z,BUY,NL,N,N,27.99,EUR,5.0
1122677005,Intraday_Hour_Power,20200825T230000Z,20200826T000000Z,N,20200825T220809.550Z,SELL,NL,N,N,27.99,EUR,5.0
1122677006,Intraday_Hour_Power,20200825T230000Z,20200826T000000Z,N,20200825T220809.550Z,BUY,NL,N,N,27.99,EUR,0.7
1122677006,Intraday_Hour_Power,20200825T230000Z,20200826T000000Z,N,20200825T220809.550Z,SELL,NL,N,N,27.99,EUR,0.7
1122677034,Intraday_Hour_Power,20200825T230000Z,20200826T000000Z,N,20200825T220813.387Z,BUY,NL,N,N,27.99,EUR,4.3
1122677034,Intraday_Hour_Power,20200825T230000Z,20200826T000000Z,N,20200825T220813.387Z,SELL,NL,N,N,27.99,EUR,4.3
1122677088,Intraday_Hour_Power,20200825T230000Z,20200826T000000Z,N,20200825T220824.807Z,BUY,NL,N,N,27.99,EUR,5.0
1122677088,Intraday_Hour_Power,20200825T230000Z,20200826T000000Z,N,20200825T220824.807Z,SELL,NL,N,N,27.99,EUR,5.0
1122677089,Intraday_Hour_Power,20200825T230000Z,20200826T000000Z,N,20200825T220824.807Z,BUY,NL,N,N,27.99,EUR,5.0
1122677089,Intraday_Hour_Power,20200825T230000Z,20200826T000000Z,N,20200825T220824.807Z,SELL,NL,N,N,27.99,EUR,5.0
1122677090,Intraday_Hour_Power,20200825T230000Z,20200826T000000Z,N,20200825T220824.807Z,BUY,NL,N,N,28.00,EUR,10.0
1122677090,Intraday_Hour_Power,20200825T230000Z,20200826T000000Z,N,20200825T220824.807Z,SELL,NL,N,N,28.00,EUR,10.0
1122677106,Intraday_Hour_Power,20200825T230000Z,20200826T000000Z,N,20200825T220828.022Z,BUY,NL,N,N,28.00,EUR,10.0
