TradeID,Product,Delivery Start,Delivery End,isOTC,Execution time,Side,Market area,is Half Trade,Is Self Trade,Price,Currency,Quantity (MW)
1140448421,XBID_Hour_Power,20201201T050000Z,20201201T060000Z,N,20201130T230239.198Z,BUY,NL,N,N,45.00,EUR,10.0
1140448421,XBID_Hour_Power,20201201T050000Z,20201201T060000Z,N,20201130T230239.198Z,SELL,NL,N,N,45.00,EUR,10.0
1140448497,XBID_Hour_Power,20201201T010000Z,20201201T020000Z,N,20201130T230336.949Z,BUY,NL,N,N,25.00,EUR,2.0
1140449652,XBID_Hour_Power,20201201T020000Z,20201201T030000Z,N,20201130T231224.467Z,BUY,NL,N,N,29.00,EUR,0.3
1140449653,XBID_Hour_Power,20201201T020000Z,20201201T030000Z,N,20201130T231224.528Z,BUY,NL,N,N,29.00,EUR,0.3
1140449654,XBID_Hour_Power,20201201T020000Z,20201201T030000Z,N,20201130T231224.795Z,BUY,NL,N,N,29.00,EUR,1.0
1140449656,XBID_Hour_Power,20201201T020000Z,20201201T030000Z,N,20201130T231225.113Z,BUY,NL,N,N,29.00,EUR,1.0
1140449736,Intraday_Hour_Power,20201201T000000Z,20201201T010000Z,N,20201130T231300.430Z,BUY,NL,N,N,32.22,EUR,3.6
1140449736,Intraday_Hour_Power,20201201T000000Z,20201201T010000Z,N,20201130T231300.430Z,SELL,NL,N,N,32.22,EUR,3.6
1140449776,XBID_Hour_Power,20201201T020000Z,20201201T030000Z,N,20201130T231323.534Z,BUY,NL,N,N,29.00,EUR,2.4
1140449891,XBID_Hour_Power,20201201T020000Z,20201201T030000Z,N,20201130T231423.523Z,BUY,NL,N,N,29.00,EUR,5.0
1140449892,XBID_Hour_Power,20201201T020000Z,20201201T030000Z,N,20201130T231423.523Z,BUY,NL,N,N,29.00,EUR,5.0
1140449899,XBID_Hour_Power,20201201T020000Z,20201201T030000Z,N,20201130T231423.793Z,BUY,NL,N,N,29.00,EUR,5.0
1140449900,XBID_Hour_Power,20201201T020000Z,20201201T030000Z,N,20201130T231423.793Z,BUY,NL,N,N,29.00,EUR,5.0
1140449901,XBID_Hour_Power,20201201T020000Z,20201201T030000Z,N,20201130T231424.844Z,BUY,NL,N,N,29.00,EUR,5.0
1140449902,XBID_Hour_Power,20201201T020000Z,20201201T030000Z,N,20201130T231424.844Z,BUY,NL,N,N,29.00,EUR,5.0
1140449915,XBID_Hour_Power,20201201T020000Z,20201201T030000Z,N,20201130T231436.734Z,BUY,NL,N,N,29.00,EUR,1.0
1140449928,XBID_Hour_Power,20201201T020000Z,20201201T030000Z,N,20201130T231445.573Z,BUY,NL,N,N,29.00,EUR,4.0
1140449929,XBID_Hour_Power,20201201T020000Z,20201201T030000Z,N,20201130T231445.573Z,BUY,NL,N,N,29.00,EUR,1.0
1140449938,XBID_Hour_Power,20201201T020000Z,20201201T030000Z,N,20201130T231446.247Z,BUY,NL,N,N,29.00,EUR,0.7
1140450055,XBID_Hour_Power,20201201T030000Z,20201201T040000Z,N,20201130T231539.445Z,BUY,NL,N,N,36.79,EUR,0.4
1140450055,XBID_Hour_Power,20201201T030000Z,20201201T040000Z,N,20201130T231539.445Z,SELL,NL,N,N,36.79,EUR,0.4
1140450074,XBID_Hour_Power,20201201T040000Z,20201201T050000Z,N,20201130T231547.060Z,BUY,NL,N,N,40.99,EUR,0.4
1140450074,XBID_Hour_Power,20201201T040000Z,20201201T050000Z,N,20201130T231547.060Z,SELL,NL,N,N,40.99,EUR,0.4
