TradeID,Product,Delivery Start,Delivery End,isOTC,Execution time,Side,Market area,is Half Trade,Is Self Trade,Price,Currency,Quantity (MW)
1100038964,Intraday_Hour_Power,20200329T000000Z,20200329T010000Z,N,20200328T230049.113Z,BUY,NL,N,N,2.55,EUR,0.4
1100038964,Intraday_Hour_Power,20200329T000000Z,20200329T010000Z,N,20200328T230049.113Z,SELL,NL,N,N,2.55,EUR,0.4
1100038970,Intraday_Hour_Power,20200329T000000Z,20200329T010000Z,N,20200328T230054.759Z,BUY,NL,N,N,2.55,EUR,6.0
1100038970,Intraday_Hour_Power,20200329T000000Z,20200329T010000Z,N,20200328T230054.759Z,SELL,NL,N,N,2.55,EUR,6.0
1100038976,Intraday_Hour_Power,20200329T000000Z,20200329T010000Z,N,20200328T230137.911Z,BUY,NL,N,N,2.55,EUR,6.0
1100038976,Intraday_Hour_Power,20200329T000000Z,20200329T010000Z,N,20200328T230137.911Z,SELL,NL,N,N,2.55,EUR,6.0
1100039124,XBID_Hour_Power,20200329T110000Z,20200329T120000Z,N,20200328T230358.222Z,SELL,NL,Y,U,-12.10,EUR,0.1
1100039255,XBID_Hour_Power,20200329T080000Z,20200329T090000Z,N,20200328T230615.250Z,SELL,NL,N,N,-2.40,EUR,5.0
1100039256,XBID_Hour_Power,20200329T080000Z,20200329T090000Z,N,20200328T230615.250Z,SELL,NL,N,N,-2.40,EUR,5.0
1100039257,XBID_Hour_Power,20200329T080000Z,20200329T090000Z,N,20200328T230615.250Z,SELL,NL,N,N,-2.40,EUR,4.0
1100039258,XBID_Hour_Power,20200329T080000Z,20200329T090000Z,N,20200328T230615.537Z,SELL,NL,N,N,-2.40,EUR,1.0
1100039259,XBID_Hour_Power,20200329T080000Z,20200329T090000Z,N,20200328T230615.537Z,SELL,NL,N,N,-2.40,EUR,1.0
1100039260,XBID_Hour_Power,20200329T080000Z,20200329T090000Z,N,20200328T230615.537Z,SELL,NL,Y,U,-2.90,EUR,1.0
1100039261,XBID_Hour_Power,20200329T080000Z,20200329T090000Z,N,20200328T230615.537Z,SELL,NL,Y,U,-2.91,EUR,0.5
1100039262,XBID_Hour_Power,20200329T080000Z,20200329T090000Z,N,20200328T230615.537Z,SELL,NL,N,N,-2.91,EUR,0.1
1100039263,XBID_Hour_Power,20200329T080000Z,20200329T090000Z,N,20200328T230615.537Z,SELL,NL,N,N,-3.43,EUR,2.0
