TradeID,Product,Delivery Start,Delivery End,isOTC,Execution time,Side,Market area,is Half Trade,Is Self Trade,Price,Currency,Quantity (MW)
1123579060,XBID_Hour_Power,20200831T060000Z,20200831T070000Z,N,20200830T220041.036Z,SELL,NL,N,N,85.01,EUR,1.6
1123579061,XBID_Hour_Power,20200831T060000Z,20200831T070000Z,N,20200830T220041.036Z,SELL,NL,N,N,85.01,EUR,1.6
1123579062,XBID_Hour_Power,20200831T060000Z,20200831T070000Z,N,20200830T220041.036Z,SELL,NL,N,N,85.00,EUR,4.9
1123579063,XBID_Hour_Power,20200831T060000Z,20200831T070000Z,N,20200830T220041.036Z,SELL,NL,N,N,85.00,EUR,5.0
1123579064,XBID_Hour_Power,20200831T060000Z,20200831T070000Z,N,20200830T220041.036Z,SELL,NL,N,N,85.00,EUR,5.0
1123579065,XBID_Hour_Power,20200831T060000Z,20200831T070000Z,N,20200830T220041.036Z,SELL,NL,N,N,85.00,EUR,1.9
1123579111,XBID_Hour_Power,20200831T060000Z,20200831T070000Z,N,20200830T220120.574Z,SELL,NL,N,N,84.66,EUR,10.0
1123579112,XBID_Hour_Power,20200831T060000Z,20200831T070000Z,N,20200830T220120.574Z,SELL,NL,N,N,84.66,EUR,5.0
1123579113,XBID_Hour_Power,20200831T060000Z,20200831T070000Z,N,20200830T220120.574Z,SELL,NL,N,N,83.65,EUR,2.0
1123579114,XBID_Hour_Power,20200831T060000Z,20200831T070000Z,N,20200830T220120.574Z,SELL,NL,N,N,83.48,EUR,6.0
1123579115,XBID_Hour_Power,20200831T060000Z,20200831T070000Z,N,20200830T220120.574Z,SELL,NL,N,N,81.75,EUR,2.0
1123579116,XBID_Hour_Power,20200831T060000Z,20200831T070000Z,N,20200830T220120.698Z,SELL,NL,N,N,81.75,EUR,0.2
1123579118,XBID_Hour_Power,20200831T060000Z,20200831T070000Z,N,20200830T220131.606Z,SELL,NL,N,N,81.75,EUR,5.8
1123579188,XBID_Hour_Power,20200831T000000Z,20200831T010000Z,N,20200830T220317.287Z,SELL,NL,N,N,25.00,EUR,1.5
1123579189,XBID_Hour_Power,20200831T000000Z,20200831T010000Z,N,20200830T220317.287Z,SELL,NL,N,N,25.00,EUR,0.1
1123579190,XBID_Hour_Power,20200831T000000Z,20200831T010000Z,N,20200830T220317.287Z,SELL,NL,N,N,25.00,EUR,6.0
1123579191,XBID_Hour_Power,20200831T000000Z,20200831T010000Z,N,20200830T220317.287Z,SELL,NL,N,N,25.00,EUR,2.4
1123579192,XBID_Hour_Power,20200831T000000Z,20200831T010000Z,N,20200830T220320.617Z,SELL,NL,N,N,25.00,EUR,3.6
1123579193,XBID_Hour_Power,20200831T000000Z,20200831T010000Z,N,20200830T220320.617Z,SELL,NL,N,N,25.00,EUR,6.0
1123579194,XBID_Hour_Power,20200831T000000Z,20200831T010000Z,N,20200830T220320.617Z,SELL,NL,N,N,25.00,EUR,0.4
1123579213,XBID_Hour_Power,20200831T020000Z,20200831T030000Z,N,20200830T220353.480Z,SELL,NL,Y,U,27.60,EUR,0.2
1123579221,XBID_Hour_Power,20200831T000000Z,20200831T010000Z,N,20200830T220359.678Z,SELL,NL,N,N,25.00,EUR,0.5
1123579272,XBID_Hour_Power,20200831T010000Z,20200831T020000Z,N,20200830T220435.833Z,SELL,NL,N,N,25.23,EUR,0.1
1123579273,XBID_Hour_Power,20200831T010000Z,20200831T020000Z,N,20200830T220435.833Z,SELL,NL,N,N,25.13,EUR,2.5
1123579274,XBID_Hour_Power,20200831T010000Z,20200831T020000Z,N,20200830T220435.833Z,SELL,NL,N,N,25.11,EUR,2.3
1123579275,XBID_Hour_Power,20200831T010000Z,20200831T020000Z,N,20200830T220436.053Z,SELL,NL,N,N,25.11,EUR,2.0
1123579276,XBID_Hour_Power,20200831T010000Z,20200831T020000Z,N,20200830T220436.053Z,SELL,NL,N,N,25.11,EUR,5.0
1123579277,XBID_Hour_Power,20200831T010000Z,20200831T020000Z,N,20200830T220436.053Z,SELL,NL,N,N,25.11,EUR,4.3
1123579294,XBID_Hour_Power,20200831T010000Z,20200831T020000Z,N,20200830T220500.138Z,SELL,NL,Y,U,25.60,EUR,0.1
1123579309,XBID_Hour_Power,20200831T020000Z,20200831T030000Z,N,20200830T220506.630Z,SELL,NL,N,N,27.00,EUR,5.0
1123579310,XBID_Hour_Power,20200831T020000Z,20200831T030000Z,N,20200830T220506.635Z,SELL,NL,N,N,27.00,EUR,5.0
1123579311,XBID_Hour_Power,20200831T000000Z,20200831T010000Z,N,20200830T220507.996Z,SELL,NL,N,N,24.03,EUR,4.9
1123579312,XBID_Hour_Power,20200831T000000Z,20200831T010000Z,N,20200830T220508.030Z,SELL,NL,N,N,24.03,EUR,0.1
1123579313,XBID_Hour_Power,20200831T000000Z,20200831T010000Z,N,20200830T220508.030Z,SELL,NL,N,N,24.03,EUR,4.9
1123579315,XBID_Hour_Power,20200831T020000Z,20200831T030000Z,N,20200830T220509.021Z,SELL,NL,N,N,27.10,EUR,1.0
1123579316,XBID_Hour_Power,20200831T020000Z,20200831T030000Z,N,20200830T220509.021Z,SELL,NL,N,N,27.00,EUR,0.6
1123579317,XBID_Hour_Power,20200831T020000Z,20200831T030000Z,N,20200830T220509.325Z,SELL,NL,N,N,27.00,EUR,3.4
1123579318,XBID_Hour_Power,20200831T020000Z,20200831T030000Z,N,20200830T220509.325Z,SELL,NL,N,N,26.51,EUR,1.1
1123579328,XBID_Hour_Power,20200831T000000Z,20200831T010000Z,N,20200830T220513.060Z,BUY,NL,N,N,24.00,EUR,2.0
1123579345,XBID_Hour_Power,20200831T000000Z,20200831T010000Z,N,20200830T220528.226Z,SELL,NL,N,N,25.00,EUR,5.0
1123579352,XBID_Hour_Power,20200831T010000Z,20200831T020000Z,N,20200830T220539.242Z,SELL,NL,N,N,25.13,EUR,4.1
1123579353,XBID_Hour_Power,20200831T010000Z,20200831T020000Z,N,20200830T220539.258Z,SELL,NL,N,N,25.13,EUR,0.9
