TradeID,Product,Delivery Start,Delivery End,isOTC,Execution time,Side,Market area,is Half Trade,Is Self Trade,Price,Currency,Quantity (MW)
1102861578,XBID_Hour_Power,20200418T040000Z,20200418T050000Z,N,20200417T220008.324Z,SELL,NL,N,N,18.00,EUR,5.0
1102861579,XBID_Hour_Power,20200418T040000Z,20200418T050000Z,N,20200417T220008.324Z,SELL,NL,N,N,18.00,EUR,4.6
1102863610,XBID_Hour_Power,20200418T000000Z,20200418T010000Z,N,20200417T221110.700Z,SELL,NL,N,N,18.43,EUR,2.0
1102863952,XBID_Hour_Power,20200418T040000Z,20200418T050000Z,N,20200417T221410.912Z,BUY,NL,N,N,17.20,EUR,19.0
1102864146,XBID_Hour_Power,20200418T070000Z,20200418T080000Z,N,20200417T221701.433Z,SELL,NL,N,N,22.68,EUR,5.0
1102864147,XBID_Hour_Power,20200418T070000Z,20200418T080000Z,N,20200417T221701.433Z,SELL,NL,Y,U,22.67,EUR,5.0
1102864150,XBID_Hour_Power,20200418T070000Z,20200418T080000Z,N,20200417T221706.195Z,BUY,NL,N,N,22.68,EUR,10.0
1102864150,XBID_Hour_Power,20200418T070000Z,20200418T080000Z,N,20200417T221706.195Z,SELL,NL,N,N,22.68,EUR,10.0
1102864158,XBID_Hour_Power,20200418T050000Z,20200418T060000Z,N,20200417T221724.529Z,BUY,NL,N,N,20.25,EUR,10.0
1102864234,XBID_Hour_Power,20200418T020000Z,20200418T030000Z,N,20200417T221802.397Z,SELL,NL,N,N,16.07,EUR,4.0
1102864235,XBID_Hour_Power,20200418T030000Z,20200418T040000Z,N,20200417T221802.397Z,SELL,NL,Y,U,15.58,EUR,4.0
1102864728,XBID_Hour_Power,20200418T000000Z,20200418T010000Z,N,20200417T222236.602Z,SELL,NL,N,N,18.15,EUR,5.0
1102864733,XBID_Hour_Power,20200418T000000Z,20200418T010000Z,N,20200417T222238.939Z,BUY,NL,N,N,18.25,EUR,5.0
1102864733,XBID_Hour_Power,20200418T000000Z,20200418T010000Z,N,20200417T222238.939Z,SELL,NL,N,N,18.25,EUR,5.0
1102864734,XBID_Hour_Power,20200418T000000Z,20200418T010000Z,N,20200417T222238.939Z,BUY,NL,N,N,18.30,EUR,4.5
1102864756,XBID_Hour_Power,20200418T000000Z,20200418T010000Z,N,20200417T222243.359Z,SELL,NL,N,N,18.23,EUR,5.0
1102864824,XBID_Hour_Power,20200418T000000Z,20200418T010000Z,N,20200417T222254.069Z,SELL,NL,N,N,18.30,EUR,4.4
1102864825,XBID_Hour_Power,20200418T000000Z,20200418T010000Z,N,20200417T222254.069Z,SELL,NL,N,N,18.30,EUR,0.6
1102864876,XBID_Hour_Power,20200418T000000Z,20200418T010000Z,N,20200417T222310.470Z,BUY,NL,Y,U,18.87,EUR,1.0
1102864877,XBID_Hour_Power,20200418T010000Z,20200418T020000Z,N,20200417T222311.396Z,BUY,NL,N,N,16.04,EUR,0.6
1102864878,XBID_Hour_Power,20200418T010000Z,20200418T020000Z,N,20200417T222311.396Z,BUY,NL,Y,U,16.04,EUR,1.0
1102864879,XBID_Hour_Power,20200418T000000Z,20200418T010000Z,N,20200417T222312.255Z,BUY,NL,Y,U,18.93,EUR,5.0
1102864899,XBID_Hour_Power,20200418T010000Z,20200418T020000Z,N,20200417T222313.505Z,BUY,NL,Y,U,16.04,EUR,1.0
1102864900,XBID_Hour_Power,20200418T010000Z,20200418T020000Z,N,20200417T222313.505Z,BUY,NL,Y,U,16.05,EUR,4.0
1102864903,XBID_Hour_Power,20200418T010000Z,20200418T020000Z,N,20200417T222315.145Z,BUY,NL,Y,U,16.05,EUR,1.0
1102864912,XBID_Hour_Power,20200418T000000Z,20200418T010000Z,N,20200417T222316.237Z,BUY,NL,N,N,18.93,EUR,1.5
1102864923,XBID_Hour_Power,20200418T000000Z,20200418T010000Z,N,20200417T222316.264Z,BUY,NL,N,N,18.93,EUR,2.7
1102864924,XBID_Hour_Power,20200418T000000Z,20200418T010000Z,N,20200417T222316.346Z,BUY,NL,Y,U,18.93,EUR,0.8
1102864948,XBID_Hour_Power,20200418T010000Z,20200418T020000Z,N,20200417T222338.541Z,BUY,NL,Y,U,16.21,EUR,5.0
1102864967,XBID_Hour_Power,20200418T020000Z,20200418T030000Z,N,20200417T222347.316Z,BUY,NL,N,N,16.15,EUR,0.6
1102864971,XBID_Hour_Power,20200418T030000Z,20200418T040000Z,N,20200417T222348.682Z,BUY,NL,Y,U,15.54,EUR,1.0
