TradeID,Product,Delivery Start,Delivery End,isOTC,Execution time,Side,Market area,is Half Trade,Is Self Trade,Price,Currency,Quantity (MW)
1092298547,XBID_Hour_Power,20200202T010000Z,20200202T020000Z,N,20200201T230644.537Z,BUY,NL,N,N,29.99,EUR,0.8
1092298547,XBID_Hour_Power,20200202T010000Z,20200202T020000Z,N,20200201T230644.537Z,SELL,NL,N,N,29.99,EUR,0.8
1092298819,XBID_Hour_Power,20200202T050000Z,20200202T060000Z,N,20200201T231114.979Z,BUY,NL,N,N,40.00,EUR,1.0
1092298819,XBID_Hour_Power,20200202T050000Z,20200202T060000Z,N,20200201T231114.979Z,SELL,NL,N,N,40.00,EUR,1.0
1092299819,XBID_Hour_Power,20200202T090000Z,20200202T100000Z,N,20200201T232632.322Z,BUY,NL,N,N,35.00,EUR,13.3
1092299820,XBID_Hour_Power,20200202T090000Z,20200202T100000Z,N,20200201T232632.322Z,BUY,NL,N,N,35.00,EUR,0.6
1092299821,XBID_Hour_Power,20200202T090000Z,20200202T100000Z,N,20200201T232632.322Z,BUY,NL,N,N,35.00,EUR,3.5
1092300547,XBID_Hour_Power,20200202T010000Z,20200202T020000Z,N,20200201T234454.591Z,BUY,NL,Y,U,20.00,EUR,5.0
1092300548,XBID_Hour_Power,20200202T010000Z,20200202T020000Z,N,20200201T234454.591Z,BUY,NL,Y,U,20.00,EUR,3.0
1092300561,XBID_Hour_Power,20200202T020000Z,20200202T030000Z,N,20200201T234508.854Z,BUY,NL,N,N,20.00,EUR,5.0
1092300561,XBID_Hour_Power,20200202T020000Z,20200202T030000Z,N,20200201T234508.854Z,SELL,NL,N,N,20.00,EUR,5.0
1092300564,XBID_Hour_Power,20200202T020000Z,20200202T030000Z,N,20200201T234511.595Z,BUY,NL,N,N,20.00,EUR,5.0
1092300564,XBID_Hour_Power,20200202T020000Z,20200202T030000Z,N,20200201T234511.595Z,SELL,NL,N,N,20.00,EUR,5.0
