TradeID,Product,Delivery Start,Delivery End,isOTC,Execution time,Side,Market area,is Half Trade,Is Self Trade,Price,Currency,Quantity (MW)
1109295003,XBID_Hour_Power,20200603T010000Z,20200603T020000Z,N,20200602T220433.109Z,BUY,NL,N,N,19.39,EUR,0.5
1109295004,XBID_Hour_Power,20200603T010000Z,20200603T020000Z,N,20200602T220433.109Z,BUY,NL,N,N,19.40,EUR,0.2
1109295005,XBID_Hour_Power,20200603T010000Z,20200603T020000Z,N,20200602T220433.109Z,BUY,NL,Y,U,19.40,EUR,1.8
1109295006,XBID_Hour_Power,20200603T010000Z,20200603T020000Z,N,20200602T220433.112Z,BUY,NL,Y,U,19.40,EUR,2.5
1109295009,XBID_Hour_Power,20200603T010000Z,20200603T020000Z,N,20200602T220435.419Z,SELL,NL,N,N,19.40,EUR,4.5
1109295010,XBID_Hour_Power,20200603T010000Z,20200603T020000Z,N,20200602T220437.685Z,SELL,NL,N,N,19.40,EUR,5.0
1109295277,XBID_Hour_Power,20200603T030000Z,20200603T040000Z,N,20200602T220716.902Z,BUY,NL,Y,U,18.50,EUR,10.7
1109295316,XBID_Hour_Power,20200603T000000Z,20200603T010000Z,N,20200602T220754.478Z,BUY,NL,N,N,20.80,EUR,2.5
1109295317,XBID_Hour_Power,20200603T000000Z,20200603T010000Z,N,20200602T220754.482Z,BUY,NL,N,N,20.80,EUR,2.5
1109295352,XBID_Hour_Power,20200603T020000Z,20200603T030000Z,N,20200602T220814.837Z,BUY,NL,N,N,19.50,EUR,2.0
1109295353,XBID_Hour_Power,20200603T020000Z,20200603T030000Z,N,20200602T220814.837Z,BUY,NL,N,N,19.53,EUR,2.0
1109295354,XBID_Hour_Power,20200603T020000Z,20200603T030000Z,N,20200602T220814.837Z,BUY,NL,N,N,19.53,EUR,2.0
1109295355,XBID_Hour_Power,20200603T020000Z,20200603T030000Z,N,20200602T220814.837Z,BUY,NL,N,N,19.57,EUR,10.0
1109295356,XBID_Hour_Power,20200603T020000Z,20200603T030000Z,N,20200602T220814.837Z,BUY,NL,N,N,19.58,EUR,8.6
1109295434,XBID_Hour_Power,20200603T000000Z,20200603T010000Z,N,20200602T220929.890Z,SELL,NL,N,N,21.17,EUR,3.9
1109295564,XBID_Hour_Power,20200603T050000Z,20200603T060000Z,N,20200602T221152.603Z,BUY,NL,N,N,46.89,EUR,3.0
