TradeID,Product,Delivery Start,Delivery End,isOTC,Execution time,Side,Market area,is Half Trade,Is Self Trade,Price,Currency,Quantity (MW)
1100163385,XBID_Hour_Power,20200330T020000Z,20200330T030000Z,N,20200329T220105.452Z,BUY,NL,N,N,16.20,EUR,5.0
1100163386,XBID_Hour_Power,20200330T020000Z,20200330T030000Z,N,20200329T220105.452Z,BUY,NL,N,N,16.20,EUR,5.0
1100163387,XBID_Hour_Power,20200330T020000Z,20200330T030000Z,N,20200329T220105.452Z,BUY,NL,N,N,16.20,EUR,5.0
1100163388,XBID_Hour_Power,20200330T020000Z,20200330T030000Z,N,20200329T220105.452Z,BUY,NL,N,N,16.20,EUR,5.0
1100163389,XBID_Hour_Power,20200330T020000Z,20200330T030000Z,N,20200329T220105.452Z,BUY,NL,N,N,16.20,EUR,5.0
1100163390,XBID_Hour_Power,20200330T020000Z,20200330T030000Z,N,20200329T220105.452Z,BUY,NL,N,N,16.20,EUR,5.0
1100163391,XBID_Hour_Power,20200330T020000Z,20200330T030000Z,N,20200329T220105.452Z,BUY,NL,N,N,16.20,EUR,4.0
1100163426,XBID_Hour_Power,20200330T030000Z,20200330T040000Z,N,20200329T220208.819Z,BUY,NL,N,N,17.05,EUR,0.3
1100163498,XBID_Hour_Power,20200330T000000Z,20200330T010000Z,N,20200329T220349.879Z,BUY,NL,N,N,17.10,EUR,1.5
1100163505,XBID_Hour_Power,20200330T000000Z,20200330T010000Z,N,20200329T220400.591Z,BUY,NL,Y,U,17.10,EUR,1.2
1100163607,XBID_Hour_Power,20200330T020000Z,20200330T030000Z,N,20200329T220530.559Z,BUY,NL,N,N,16.20,EUR,1.0
1100163608,XBID_Hour_Power,20200330T020000Z,20200330T030000Z,N,20200329T220530.559Z,BUY,NL,N,N,16.20,EUR,5.0
1100163851,XBID_Hour_Power,20200330T010000Z,20200330T020000Z,N,20200329T220709.531Z,BUY,NL,N,N,16.11,EUR,1.2
1100163852,XBID_Hour_Power,20200330T010000Z,20200330T020000Z,N,20200329T220709.531Z,BUY,NL,N,N,16.39,EUR,1.0
1100163853,XBID_Hour_Power,20200330T010000Z,20200330T020000Z,N,20200329T220709.531Z,BUY,NL,N,N,16.39,EUR,2.8
1100163854,XBID_Hour_Power,20200330T010000Z,20200330T020000Z,N,20200329T220709.531Z,BUY,NL,N,N,16.39,EUR,5.0
1100163855,XBID_Hour_Power,20200330T010000Z,20200330T020000Z,N,20200329T220709.531Z,BUY,NL,N,N,16.39,EUR,1.2
1100163856,XBID_Hour_Power,20200330T010000Z,20200330T020000Z,N,20200329T220709.531Z,BUY,NL,N,N,16.40,EUR,0.6
