Buy,Sell
74.0,50.5
39.0,50.5
26.0,126.0
31.0,31.0
50.0,286.0
90.0,229.0
129.0,176.0
166.0,85.0
164.0,259.0
233.0,207.0
137.0,66.0
118.0,49.0
75.0,69.0
22.0,29.0
52.0,72.0
36.0,36.0
63.0,63.0
43.0,43.0
135.0,134.0
117.0,207.0
117.0,147.0
117.0,147.0
117.0,117.0
117.0,117.0
117.0,117.0
66.0,66.0
65.0,43.0
67.0,67.0
236.0,172.0
281.0,67.0
367.0,58.0
297.0,37.0
346.0,90.0
89.0,63.0
152.0,121.0
85.0,85.0
209.0,113.0
201.0,132.0
220.0,132.0
50.0,50.0
,
80.0,80.0
17.0,17.0
2.0,8.0
2.0,51.2
127.0,176.2
117.0,51.2
117.0,51.2
117.0,51.2
116.0,49.2
115.0,
117.0,2.0
135.0,20.0
172.0,57.0
185.0,67.0
172.0,116.0
225.0,2.0
329.2,108.2
416.0,184.0
323.0,95.0
328.3,199.0
27.8,20.0
122.0,7.0
230.0,
115.0,
113.0,
115.0,
1.0,1.0
115.0,
115.0,
115.0,
115.0,
115.0,120.1
115.0,50.0
211.0,146.0
117.0,52.0
142.0,27.0
231.0,116.0
188.0,118.0
203.0,133.0
129.0,58.0
194.3,79.3
127.0,12.0
129.0,14.0
131.0,14.0
182.0,67.0
214.4,189.4
194.2,119.2
167.9,92.9
190.1,115.1
155.0,80.0
1.0,1.0
1.0,1.0
,
1.0,1.0
51.0,51.0
51.0,96.0
1.0,1.0
,
1.0,1.0
1.0,162.0
11.0,11.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
4.0,1.0
1.0,1.0
,
31.0,1.0
31.0,1.0
81.0,51.0
31.0,1.0
7.0,7.0
1.0,1.0
76.0,76.0
76.0,76.0
76.0,76.0
1.0,100.0
1.0,192.0
51.0,217.0
1.0,22.0
56.0,160.0
10.0,90.0
12.0,51.5
31.0,31.0
101.0,1.0
1.0,1.0
1.0,1.5
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,
1.0,
73.0,75.0
59.0,99.0
80.0,45.0
,
1.0,1.0
1.0,1.0
1.0,1.0
1.0,70.0
1.0,70.0
1.0,408.0
,70.0
5.0,103.0
4.0,284.0
1.0,122.0
2.0,113.0
14.0,137.0
1.0,1.0
37.0,47.0
64.0,64.0
50.0,124.0
30.0,85.0
,
,
91.0,74.0
,
,
3.0,3.0
,
55.0,3.0
115.0,
115.0,
115.0,
115.0,
115.0,
115.0,
117.0,2.0
5.0,5.0
5.0,5.0
67.0,67.0
65.0,65.0
98.0,98.0
85.0,84.0
100.0,100.0
82.0,82.0
79.0,79.0
104.0,104.0
22.0,22.0
47.0,47.0
2.0,
27.0,27.0
40.0,40.0
,
2.0,2.0
1.0,1.0
1.0,1.0
1.0,51.0
,50.0
,50.0
,
70.0,
,
,
30.0,30.0
58.0,50.0
63.0,50.0
72.0,58.0
162.0,204.0
137.0,50.0
151.0,50.0
104.0,90.0
116.0,41.0
93.0,40.0
58.0,41.0
232.0,215.0
170.0,141.0
134.0,90.0
125.0,128.0
1.0,39.4
1.0,39.4
2.0,40.4
1.0,39.4
1.0,69.4
,
15.0,15.0
70.0,40.0
,
45.0,45.0
21.0,13.0
34.0,29.0
220.0,220.0
26.0,26.0
15.0,10.0
3.0,3.0
16.0,15.0
43.0,41.0
2.0,
2.0,
2.0,
2.0,
17.0,15.0
17.0,20.0
141.0,181.0
167.0,97.0
207.0,72.0
155.0,165.0
195.0,560.0
45.0,115.0
15.0,15.0
145.0,45.0
213.0,213.0
290.0,290.0
292.0,272.0
424.0,454.0
557.0,557.0
532.0,532.0
417.0,417.0
253.0,225.0
183.0,343.0
7.0,154.0
5.0,154.0
1.0,201.0
1.0,1.0
55.0,345.0
231.0,231.0
48.5,48.5
61.0,61.0
111.0,211.0
61.0,250.0
61.0,250.0
61.0,300.0
11.0,311.0
60.0,160.0
11.0,1.0
57.0,57.0
13.0,13.0
11.0,11.0
47.0,26.0
141.0,106.0
155.0,117.0
171.0,41.0
110.0,10.0
110.0,10.0
135.2,10.0
61.0,11.0
40.0,40.0
27.0,27.0
114.2,60.0
10.0,
1.0,1.0
1.0,1.0
1.0,1.0
1.0,5.0
1.0,4.0
1.0,5.0
1.0,
,
51.0,101.0
151.0,251.0
170.0,220.0
107.0,157.0
101.0,101.0
73.0,133.0
38.0,88.0
71.0,321.0
1.0,316.0
41.0,585.0
71.0,270.0
51.0,300.0
1.0,550.8
51.0,428.8
20.0,453.8
24.0,457.8
235.0,285.0
1.0,121.0
34.0,204.0
12.0,385.0
1.0,271.0
17.0,408.0
32.0,120.0
,176.0
30.4,404.4
51.0,203.0
91.0,243.0
79.0,230.0
49.0,219.0
21.0,186.0
26.0,197.0
68.0,247.0
180.0,357.0
62.0,320.0
14.0,5.0
4.0,2.0
4.0,2.0
2.0,370.0
82.0,208.0
97.0,223.0
1.0,1.0
51.0,209.0
51.0,209.0
61.0,219.0
65.0,319.0
1.0,398.8
1.0,110.0
1.0,170.0
113.0,253.0
91.0,301.0
1.0,51.0
56.0,223.0
69.0,221.0
51.0,220.0
10.0,220.0
9.0,224.0
1.0,221.0
1.0,220.0
,220.0
,220.0
1.0,171.0
1.0,171.0
3.0,229.0
43.0,211.0
1.0,4.0
62.0,62.0
52.0,24.0
56.0,28.0
29.0,1.0
107.0,112.0
28.0,33.0
98.0,66.0
101.0,101.0
3.0,53.0
32.0,82.0
17.0,112.0
6.0,101.0
12.0,102.0
6.0,50.0
56.0,106.0
159.0,209.0
1.0,101.0
1.0,101.0
1.0,101.0
1.0,51.0
1.0,75.0
11.0,61.0
1.0,51.0
,
,54.0
,
1.0,
4.0,
42.0,100.0
1.0,
1.0,250.0
1.0,120.0
5.0,5.0
62.0,62.0
51.0,50.0
21.0,20.0
209.0,111.0
203.0,115.0
95.0,65.0
76.0,79.0
95.0,182.0
96.0,187.0
61.0,285.0
1.0,325.0
1.0,250.0
1.0,275.0
1.0,276.0
150.0,155.0
78.0,114.2
50.0,86.2
33.0,49.2
33.0,49.2
134.0,50.2
49.2,0.2
49.0,
1.0,1.0
5.0,60.0
94.0,116.0
105.0,60.0
33.0,
145.0,20.0
245.0,120.0
146.0,64.0
152.0,115.0
88.0,70.0
201.0,110.0
234.0,135.0
171.0,186.0
187.0,165.0
441.0,306.0
381.0,307.0
21.0,21.0
30.0,105.0
53.0,106.0
51.0,125.0
1.0,
11.0,105.0
56.0,154.6
1.0,
8.0,185.0
41.0,
146.0,240.0
221.0,222.0
86.0,86.0
63.0,50.0
,
1.0,1.0
51.0,51.0
51.0,51.0
22.0,23.0
73.0,338.0
48.0,130.0
84.0,137.0
172.0,200.0
222.0,150.0
104.0,104.0
131.0,
120.0,
160.0,85.0
297.0,176.0
340.5,146.0
261.5,271.0
237.2,121.0
256.0,91.0
200.0,53.0
304.0,82.0
139.0,99.0
159.0,119.0
388.0,189.0
247.0,225.9
286.0,236.0
335.0,265.0
450.0,333.0
333.0,183.0
365.0,115.0
300.0,100.0
395.0,110.0
302.2,103.0
370.0,120.0
,
,50.0
30.0,30.0
30.0,30.0
,
40.0,
,
,
2.0,2.0
1.0,1.0
111.0,111.0
95.0,95.0
75.0,75.0
108.0,100.0
36.0,36.0
95.0,25.0
95.0,25.0
100.0,105.0
117.0,122.0
123.0,145.0
102.0,102.0
150.0,380.0
48.0,48.0
,
25.0,25.0
2.0,2.0
2.0,3.5
10.0,140.5
10.0,115.5
64.5,4.5
61.0,4.0
244.0,60.0
302.0,125.0
258.0,
258.0,
621.0,105.0
521.0,205.0
536.0,83.0
525.0,100.0
589.0,105.0
528.0,36.0
451.0,4.0
146.0,143.0
291.0,203.0
225.0,153.0
132.0,30.0
132.0,85.0
133.0,82.0
51.0,113.0
60.0,130.0
,54.0
1.0,8.0
1.0,63.0
1.0,51.0
1.0,2.0
,
1.0,1.0
13.0,6.0
22.0,
130.0,158.0
233.0,225.0
80.0,177.0
302.0,349.0
30.0,179.0
177.0,307.0
58.0,167.0
58.0,121.0
16.0,141.0
90.0,176.0
176.0,224.0
121.0,327.0
71.0,186.0
131.0,150.0
24.0,50.0
77.0,126.0
101.0,150.5
101.0,211.0
5.0,65.0
2.0,62.0
50.0,60.0
101.0,61.0
167.0,87.0
1.0,21.0
43.0,146.0
158.0,259.0
87.0,324.0
61.0,296.0
11.0,146.0
11.0,43.0
21.0,28.0
23.0,30.0
1.0,3.0
1.0,3.0
2.0,4.0
21.0,21.0
13.0,13.0
,50.0
2.5,50.0
4.1,
22.8,
21.1,20.0
17.0,5.9
1.0,18.1
45.0,70.5
21.0,54.4
23.0,255.8
26.0,258.7
10.0,315.1
41.0,119.8
6.0,158.7
131.0,378.7
231.0,581.1
110.0,311.9
82.0,268.5
94.0,278.8
300.0,775.0
45.0,198.7
1.0,9.5
4.0,151.6
1.0,360.4
,50.0
,50.0
,50.0
,4.0
,192.0
,
,
1.0,
1.0,
,
120.0,
220.0,
320.0,100.0
230.0,160.0
197.0,127.0
352.0,235.0
273.0,151.0
229.0,107.0
297.0,175.0
351.0,311.0
276.0,281.0
426.0,431.0
211.0,169.0
122.0,202.0
30.0,54.0
76.4,71.4
340.4,316.4
380.4,21.4
441.0,102.0
597.4,194.8
428.4,21.4
296.4,21.4
419.4,21.4
170.0,51.0
71.0,1.0
1.0,1.0
21.0,21.0
91.0,91.0
92.0,90.0
81.0,81.0
200.0,200.0
250.0,200.0
233.0,158.0
216.0,191.0
195.0,195.0
199.0,199.0
204.0,154.0
218.0,268.0
,
1.0,48.2
1.0,1.0
1.0,
1.0,1.0
1.0,
30.0,30.0
,
30.0,30.0
1.0,1.0
,
41.0,20.0
123.0,97.0
322.0,95.0
212.0,34.0
189.0,
217.0,34.0
49.0,1.0
26.0,1.0
26.0,
26.0,
1.0,50.0
26.0,76.0
75.0,25.0
250.0,300.0
,50.0
,50.0
,50.0
,50.0
,
,
,
,
5.0,5.0
408.0,8.0
502.0,105.0
613.0,15.0
644.0,15.0
480.0,15.0
486.0,43.0
528.0,107.0
656.0,110.0
654.0,254.0
16.0,16.0
2.0,202.0
7.0,262.0
65.0,358.0
268.0,243.0
4.0,7.0
4.0,4.0
4.0,4.0
4.0,4.0
4.0,
13.0,
6.0,6.0
4.0,4.0
4.0,4.0
69.0,69.0
113.0,109.0
122.0,11.0
111.0,101.0
117.0,108.0
40.0,38.0
92.0,90.0
2.0,
16.0,11.0
1.0,1.0
25.0,5.0
124.0,104.0
75.0,275.0
75.0,250.0
1.0,51.0
1.0,101.0
1.0,101.0
1.0,151.0
13.0,149.0
13.0,117.0
,134.0
,
150.0,50.0
50.0,50.0
28.0,5.0
30.0,7.0
25.0,28.0
124.0,127.0
142.0,142.0
62.0,64.0
37.0,34.0
127.0,54.0
92.0,69.0
96.0,93.0
174.0,
74.0,
24.0,
24.0,
24.0,
,3.0
28.0,74.0
36.0,121.0
36.0,262.0
36.0,312.0
44.0,207.0
33.0,
,
25.0,150.0
58.0,208.0
70.0,190.0
145.0,44.0
205.0,10.0
90.0,3.0
111.0,13.0
74.0,67.0
27.0,58.0
35.0,127.0
28.0,120.0
82.3,
29.0,32.0
99.0,224.0
159.0,160.0
259.0,192.0
,
86.0,24.6
11.0,24.6
41.5,170.5
11.5,140.5
11.0,216.5
11.0,100.5
11.0,100.0
4.0,4.0
9.0,9.0
57.0,57.0
10.0,10.0
66.0,66.0
71.0,71.0
41.0,41.0
26.0,26.0
31.0,31.0
106.0,121.0
96.0,76.0
247.0,262.0
135.0,75.0
134.0,139.0
129.0,54.0
183.0,138.0
15.0,15.0
4.0,74.0
6.0,16.0
,15.0
1.0,
90.0,
118.0,
80.0,
25.0,
6.0,6.0
156.0,156.0
56.0,56.0
79.0,79.0
,
6.0,6.0
6.0,6.0
49.0,49.0
76.0,76.0
140.0,140.0
228.0,128.0
108.0,8.0
8.0,8.0
3.0,3.0
,
,
15.0,
19.0,
22.0,
11.0,
1.0,1.0
,
,
2.0,2.0
,
42.0,42.0
5.0,5.0
16.0,16.0
10.0,60.0
,50.0
60.0,61.0
59.6,60.6
70.1,71.1
59.0,60.0
61.0,62.0
15.0,65.0
26.0,76.0
26.0,76.0
15.0,124.0
1.0,1.0
6.0,5.0
12.0,31.0
8.0,50.0
8.0,50.0
7.0,50.0
32.0,50.5
30.0,
,
,
1.0,1.0
81.0,31.0
5.0,5.0
6.0,6.0
130.0,15.0
171.0,2.0
141.0,29.0
215.0,9.0
160.0,133.0
103.0,76.0
32.0,9.0
82.0,65.0
72.0,55.0
142.0,115.0
4.0,4.0
51.0,251.0
51.0,267.0
142.5,247.5
,297.5
1.0,348.5
43.5,97.5
,
24.0,24.0
50.0,50.0
74.0,74.0
53.0,53.0
135.0,135.0
460.0,148.0
419.0,61.0
347.0,90.0
310.0,80.0
335.0,50.0
151.1,26.1
245.0,75.0
124.0,9.0
170.0,85.0
115.0,
115.0,
196.0,169.0
104.0,164.0
101.0,128.0
101.0,48.0
100.0,116.0
1.0,1.0
,
36.0,15.0
30.0,19.0
30.0,15.0
41.0,41.0
2.0,113.0
51.0,51.0
23.0,23.0
55.0,5.0
51.0,51.0
46.0,45.0
298.0,78.0
461.0,41.0
366.4,66.7
178.0,58.0
80.0,55.0
17.8,16.4
12.0,
1.0,3.0
16.0,27.6
6.0,25.6
75.0,24.6
65.0,24.6
1.0,24.6
205.7,30.6
207.0,14.0
215.0,15.0
220.3,20.3
230.0,30.0
209.0,21.0
198.0,29.8
292.0,44.3
304.3,26.3
225.0,48.7
208.0,29.0
92.0,21.0
22.0,
27.0,5.0
41.0,5.0
47.0,5.0
47.0,5.0
41.0,8.0
5.0,
2.8,30.8
,18.8
1.0,0.8
1.0,0.8
1.0,200.8
1.0,100.8
0.8,0.8
2.0,2.0
117.0,7.0
8.0,8.0
8.0,8.0
,
1.0,1.0
,
1.0,1.0
1.0,1.0
1.0,1.0
,100.0
1.0,1.0
1.0,1.0
20.0,20.0
28.0,28.0
17.0,17.0
76.0,1.0
226.0,299.3
249.0,322.3
248.0,321.3
248.0,321.3
262.0,364.3
269.0,322.3
356.0,326.3
170.0,219.3
180.0,
136.0,100.0
108.0,109.0
108.0,109.0
1.0,1.0
10.0,10.0
16.0,16.0
55.0,55.0
43.0,43.0
61.0,61.0
102.0,282.0
100.0,100.0
175.0,175.0
150.0,150.0
176.0,176.0
41.0,13.0
251.0,227.0
198.0,166.0
284.0,329.0
311.4,315.0
207.0,89.0
61.0,10.0
234.0,136.0
307.0,234.0
182.0,106.0
133.0,59.0
93.0,21.0
97.0,25.0
158.0,100.0
184.0,126.0
139.0,81.0
68.0,60.0
139.0,154.0
139.0,50.0
90.0,10.0
83.0,38.0
51.0,
75.0,20.0
69.0,50.0
70.0,3.0
21.0,143.0
20.0,127.0
21.0,113.0
50.5,152.7
40.5,124.5
8.5,221.5
26.2,205.0
8.0,200.0
55.0,134.0
75.0,35.0
21.0,29.0
43.0,25.0
68.0,58.0
5.0,5.0
43.0,20.0
100.0,60.0
263.0,213.0
167.0,332.0
222.0,332.0
243.0,172.0
302.0,207.0
297.0,207.0
277.0,190.0
216.0,119.0
273.0,181.2
218.0,151.2
278.0,367.2
299.0,367.2
330.0,329.2
181.0,209.2
101.0,1.0
1.0,1.0
223.0,3.0
203.0,3.0
51.0,1.0
31.0,31.0
31.0,31.0
11.0,11.0
153.0,23.0
171.0,21.0
259.0,9.0
,
,
14.0,14.0
50.0,
50.0,
50.0,
83.0,83.0
10.0,10.0
24.0,10.0
8.5,15.5
89.5,97.5
1.0,10.5
0.5,18.5
,
,
1.0,1.0
113.0,13.0
110.0,1.0
247.0,79.0
346.0,123.0
351.0,128.0
326.0,103.0
330.0,23.3
65.0,61.0
1.0,1.0
1.0,1.0
21.0,21.0
21.0,21.0
6.0,6.0
2.0,2.0
,
,
,
,
,
20.0,20.0
,
,250.0
250.1,25.1
75.0,
77.0,2.0
151.0,6.0
249.0,4.0
301.0,91.0
274.0,54.0
401.0,92.0
340.0,40.0
96.0,96.0
98.0,98.0
25.0,99.0
25.0,138.0
25.0,45.0
50.0,161.0
93.0,113.0
100.0,100.0
80.0,100.0
70.0,100.0
70.0,100.0
73.0,103.0
50.7,100.0
82.0,131.0
60.0,80.0
51.0,61.0
1.0,1.0
1.0,1.0
1.0,237.0
31.0,471.0
51.0,651.0
102.0,702.0
150.0,750.0
126.0,426.0
121.0,421.0
254.0,554.0
336.0,606.0
361.0,631.0
341.0,641.0
251.0,551.0
,300.0
10.0,10.0
4.0,100.0
4.0,
1.0,1.0
176.0,447.0
201.0,360.0
207.0,366.0
216.0,315.0
178.0,315.0
,
4.0,4.0
6.0,6.0
15.0,15.0
24.0,49.0
7.0,7.0
9.0,103.0
32.0,43.0
100.0,100.0
,
99.0,100.0
3.0,4.0
95.4,45.4
30.4,
,
20.3,20.3
20.3,20.3
20.3,20.3
20.3,40.3
20.3,40.3
20.3,40.3
40.6,40.6
20.3,20.3
45.3,45.3
32.3,32.3
52.3,52.3
20.3,23.3
20.3,20.3
82.3,82.3
23.3,110.3
23.3,68.3
24.3,67.3
22.3,67.3
22.3,47.3
22.3,22.3
21.3,21.3
26.3,26.3
32.3,32.3
39.3,39.3
11.0,3.0
10.0,
8.0,30.0
8.0,30.0
,
,
2.0,2.0
20.3,20.3
,
,
20.3,20.3
6.0,2.0
71.0,70.0
106.0,86.0
10.0,196.0
2.0,155.0
74.3,372.3
85.5,298.5
,253.0
,693.0
,453.0
,553.0
,412.0
,300.0
1.0,614.0
25.6,658.6
15.6,665.6
1.0,674.6
5.0,675.6
5.6,660.2
19.0,813.6
,600.0
,340.0
13.0,423.0
4.0,414.0
1.0,501.0
1.0,486.0
1.0,486.0
1.0,486.0
11.0,485.0
10.0,450.0
61.0,526.0
15.0,530.0
5.0,890.0
1.7,861.7
44.7,884.7
32.0,813.0
36.0,476.0
50.0,50.0
1.0,200.0
1.0,188.0
1.0,197.0
1.0,170.0
1.0,115.0
,45.0
,233.0
1.0,335.0
101.0,101.0
101.0,101.0
59.0,104.0
9.0,54.0
7.0,54.0
56.0,101.0
85.0,130.0
11.0,60.0
57.0,107.0
1.0,51.0
1.0,51.0
1.0,36.0
1.0,81.0
1.0,86.0
1.0,36.0
77.0,77.0
1.0,1.0
1.0,1.0
1.0,1.0
86.0,86.0
22.0,22.0
37.0,
79.0,64.0
66.0,66.0
109.0,109.0
122.0,122.0
194.0,145.0
178.0,128.0
286.0,60.0
110.0,30.0
70.0,84.0
60.0,65.0
40.0,45.0
12.0,12.0
55.0,135.0
21.0,174.0
51.0,174.0
,150.0
50.0,240.0
53.0,
,
26.0,10.0
25.0,30.0
59.0,18.0
18.0,17.0
1.0,
10.0,74.0
129.0,28.0
100.0,25.0
61.0,35.0
51.0,25.0
1.0,15.4
1.0,26.0
10.0,35.0
41.0,3.0
84.0,7.0
114.5,
180.0,49.0
317.0,242.0
,100.0
,100.0
,100.0
175.0,100.0
102.0,2.0
148.5,98.5
162.5,140.0
47.0,222.5
15.0,292.5
99.0,370.5
101.0,358.5
71.0,222.5
51.0,75.0
116.0,
87.0,
145.0,
110.0,10.0
26.0,16.0
26.0,21.0
1.0,20.0
,30.0
25.0,30.0
26.0,26.0
,
38.0,38.0
,
,
31.0,31.0
31.0,170.0
49.4,240.0
70.8,233.1
43.2,242.0
30.5,269.0
23.1,255.0
86.8,130.0
6.0,
8.0,1.9
84.0,96.0
28.0,39.0
1.0,38.0
64.2,61.0
33.7,25.0
93.4,85.0
208.4,200.0
66.4,59.0
213.4,457.0
56.9,351.0
35.6,360.3
58.9,233.9
102.9,220.0
146.0,50.0
176.0,80.0
251.0,201.0
205.0,135.0
322.5,188.5
356.0,189.5
157.5,117.5
258.5,237.5
2.0,202.0
,100.0
6.0,106.0
173.0,252.0
146.0,205.0
274.0,71.0
345.0,45.0
265.0,44.0
248.0,27.0
237.2,16.2
311.0,91.0
223.0,
245.0,25.0
264.0,374.0
288.0,68.0
230.0,10.0
220.0,
220.0,
119.5,119.5
31.6,31.6
1.1,108.6
1.0,128.6
47.5,47.5
2.5,32.6
1.5,31.1
,100.0
,120.0
49.0,69.0
6.0,26.0
25.0,19.0
8.0,3.0
60.0,80.0
51.0,76.0
26.0,176.0
84.0,169.0
56.0,101.0
56.0,326.0
80.0,180.0
1.0,101.0
6.0,1.0
1.0,1.0
101.0,101.0
198.5,198.5
167.5,197.5
113.5,212.5
70.0,181.5
71.0,142.5
52.0,162.5
98.5,98.5
76.0,135.0
122.0,272.0
51.0,50.0
33.0,32.0
23.0,75.0
33.0,83.0
77.0,130.0
1.0,51.0
1.0,113.0
3.0,73.0
59.0,99.0
67.0,77.0
11.0,61.0
11.0,14.0
6.0,9.0
16.0,66.0
6.0,20.0
51.0,54.0
65.0,51.0
50.0,51.0
50.0,51.0
50.0,50.0
,
50.0,50.0
50.0,50.0
70.0,20.0
70.0,40.0
110.0,80.0
5.0,8.0
11.0,11.0
50.0,
63.0,13.0
62.0,
102.0,
82.0,20.0
22.0,20.0
22.0,20.0
20.0,20.0
8.0,8.0
,
,
1.0,1.0
1.0,75.0
1.0,1.0
1.0,1.0
1.0,20.0
1.0,1.0
2.0,80.0
1.0,1.0
1.0,1.0
1.0,5.0
,
,
1.0,1.0
1.0,1.0
76.0,101.0
51.0,76.0
40.0,65.0
35.0,60.0
,25.0
,
,
37.0,
40.0,
,
1.0,1.0
1.0,71.0
31.0,101.0
1.0,54.0
2.0,54.5
17.2,17.2
17.0,15.0
15.0,
14.0,14.0
36.0,43.0
37.0,37.0
38.0,38.0
,
,
,
,
1.0,1.0
52.0,52.0
41.0,
40.0,
40.0,
108.0,108.0
101.0,81.0
60.0,40.0
61.0,292.5
11.0,292.5
16.0,292.5
33.0,292.5
74.1,304.5
106.5,268.5
145.5,202.5
1.0,110.0
20.0,70.0
1.0,101.0
12.0,112.0
2.0,113.0
1.0,120.0
40.0,109.0
126.0,195.0
118.0,120.0
166.0,186.0
101.0,119.0
19.0,19.0
19.0,34.0
70.0,85.0
68.0,68.0
68.0,68.0
98.0,98.0
263.0,263.0
300.5,270.5
220.5,270.5
320.5,195.5
89.5,89.5
60.5,110.5
33.5,31.5
102.0,102.0
60.6,60.6
71.4,70.4
54.0,54.0
73.2,78.2
51.0,56.0
21.0,34.0
30.0,39.0
21.0,35.0
6.0,11.0
11.0,4.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,96.0
1.0,96.0
72.0,29.0
1.0,1.0
90.1,36.6
101.0,69.0
101.0,38.6
101.0,24.6
27.0,24.6
17.0,40.6
1.0,
1.0,
44.0,17.0
44.0,43.0
32.0,16.0
10.0,10.0
90.0,75.0
113.0,97.0
95.0,80.0
92.0,78.0
69.0,69.0
,
1.0,414.0
1.0,496.0
1.0,31.0
1.0,31.0
41.0,40.0
,
,33.0
80.0,80.0
156.0,80.0
202.0,80.0
117.0,103.0
120.0,80.0
,
,
263.0,82.0
207.0,66.0
213.5,47.0
183.5,50.0
178.5,12.0
167.5,64.0
95.0,5.5
91.5,15.0
362.0,100.0
124.0,
61.0,1.0
77.0,15.0
148.0,170.0
133.0,203.0
177.0,48.0
6.0,2.0
8.0,24.6
10.0,24.6
3.0,24.6
4.0,24.6
,24.6
20.0,44.6
,45.0
11.0,56.0
,45.0
,
5.0,5.0
36.9,23.9
43.0,15.0
57.0,29.0
31.0,3.0
31.1,3.1
44.0,
28.0,
304.0,38.0
286.0,40.0
363.0,
303.0,
69.0,
,
,
65.0,90.0
50.0,75.0
15.0,89.0
65.0,90.0
1.0,1.0
1.0,2.0
41.0,41.0
34.0,91.0
21.0,21.0
21.0,21.0
21.0,21.0
52.0,50.0
51.0,50.0
50.0,50.0
56.0,56.0
40.1,140.1
31.0,31.0
70.0,100.0
50.0,50.0
205.0,151.0
206.0,152.0
266.0,162.0
95.0,70.0
167.6,98.0
322.0,72.0
346.0,171.0
312.0,232.0
310.0,170.0
240.3,194.0
386.0,36.0
350.0,100.0
390.0,
390.0,
405.0,23.0
430.0,40.0
369.0,157.0
177.0,31.0
152.0,21.0
383.0,109.0
447.7,139.7
471.0,121.0
380.0,172.0
451.0,242.0
351.0,33.0
351.0,33.0
377.0,59.0
3.1,3.1
17.0,182.1
3.0,182.1
1.0,182.1
1.0,182.1
1.0,122.1
20.1,20.1
45.8,91.9
0.1,0.1
66.0,11.0
25.0,25.0
40.0,
63.3,
133.0,0.5
105.0,37.0
118.0,113.0
84.0,88.6
92.0,208.6
72.0,111.0
87.0,112.0
20.9,64.9
67.0,59.9
42.0,93.9
93.1,104.1
0.7,130.7
,180.7
,230.7
,445.7
,445.7
50.0,405.7
,100.7
2.9,2.9
6.5,6.5
81.0,90.0
,20.0
,20.0
46.0,61.0
60.0,115.0
9.0,74.0
63.0,67.0
93.0,102.0
93.0,65.0
86.0,61.0
141.0,111.0
1.0,
1.0,1.0
1.0,1.0
1.0,1.0
50.0,50.0
7.0,7.0
3.0,3.0
3.0,3.0
3.0,3.0
1.0,1.0
,
50.0,185.0
89.0,224.0
11.0,9.0
6.0,6.0
,70.0
27.0,97.0
56.0,125.0
13.0,81.0
50.6,120.6
20.3,90.3
23.0,75.0
52.0,122.0
56.0,83.0
167.0,150.0
220.0,200.0
50.0,
,
0.2,0.2
0.2,48.2
0.2,148.2
1.2,161.2
1.2,161.2
51.2,111.2
1.2,1.2
,
16.0,16.0
12.0,12.0
,
9.0,59.0
10.0,60.0
49.4,98.4
41.5,90.5
55.0,55.0
105.0,55.0
67.0,217.0
45.0,45.0
48.0,48.0
,
2.0,
5.0,
,
41.0,41.0
41.0,41.2
46.0,46.2
16.0,16.2
16.0,16.2
61.0,11.2
98.0,98.2
51.1,9.1
50.0,25.0
25.0,25.0
26.0,26.0
59.0,55.0
70.0,70.0
11.0,10.0
11.0,11.0
11.0,211.0
1.0,201.0
13.0,213.0
1.0,191.0
41.0,180.0
32.0,100.0
,200.0
46.0,46.0
1.0,1.0
1.0,1.0
0.8,0.8
51.8,51.8
1.8,1.8
1.8,1.8
1.8,1.8
1.8,1.8
1.8,1.8
,
59.6,59.6
41.0,41.0
71.0,71.0
,
68.0,68.0
51.0,51.0
118.0,115.0
33.0,31.0
134.0,69.0
102.0,52.0
203.8,131.8
76.0,2.0
106.0,102.0
1.0,3.0
51.0,51.0
10.0,10.0
116.0,434.6
14.0,340.6
13.0,110.0
68.0,267.6
10.0,118.6
14.0,124.6
,24.6
,24.6
,
,
,
,
1.0,51.0
,
14.0,54.0
,40.0
2.0,
,
,
,
25.0,
,
,
,
,
25.0,
7.0,
10.0,
1.0,
251.0,
203.0,3.0
230.0,30.0
227.0,3.0
209.0,
233.0,3.0
230.0,
303.0,11.0
349.0,14.0
411.0,6.0
322.0,
341.0,
300.0,50.0
254.0,3.0
280.0,
375.0,
401.0,100.0
301.0,
25.0,28.0
66.0,
33.0,25.0
66.0,125.0
78.0,125.0
33.0,
33.0,
61.4,6.0
94.0,
284.0,115.0
216.0,96.0
139.5,26.0
326.9,214.1
357.6,255.6
295.0,189.0
274.3,179.0
311.4,171.0
348.0,76.0
84.0,
313.0,63.0
207.0,
268.3,60.3
339.3,111.3
256.3,68.3
50.0,50.0
33.0,
85.0,
85.0,
105.0,
117.0,
48.0,
195.0,
200.0,5.0
245.0,52.0
223.0,59.0
210.0,16.0
245.0,5.0
317.0,77.0
273.0,33.0
232.0,37.0
230.0,35.0
309.0,
206.0,57.0
231.5,37.5
281.0,46.0
249.0,13.0
282.0,87.0
285.0,96.0
,
1.0,1.0
1.0,1.0
2.0,101.0
1.0,100.0
1.0,1.0
8.0,8.0
10.0,10.0
,
9.0,9.0
44.0,44.0
32.0,73.0
31.0,73.0
91.0,134.0
113.5,147.5
213.6,586.6
192.8,363.9
109.0,365.0
62.0,255.0
30.0,30.0
4.0,4.0
