,Gen. (s) forecast,Gen. (w_off) forecast,Gen. (w_on) forecast
2018-09-25 21:00:00+00:00,0.0,308.25,714.25
2018-09-25 22:00:00+00:00,0.0,349.75,788.0
2018-09-25 23:00:00+00:00,0.0,348.5,791.0
2018-09-26 00:00:00+00:00,0.0,353.0,843.5
2018-09-26 01:00:00+00:00,0.0,378.5,910.25
2018-09-26 02:00:00+00:00,0.0,388.0,963.75
2018-09-26 03:00:00+00:00,0.0,405.25,1037.0
2018-09-26 04:00:00+00:00,0.0,427.25,1095.25
2018-09-26 05:00:00+00:00,1.5,452.25,1151.0
2018-09-26 06:00:00+00:00,230.0,470.5,1176.25
2018-09-26 07:00:00+00:00,796.5,481.75,1071.0
2018-09-26 08:00:00+00:00,1278.0,491.0,1040.25
2018-09-26 09:00:00+00:00,1668.75,499.25,1158.75
2018-09-26 10:00:00+00:00,1914.25,505.0,1340.5
2018-09-26 11:00:00+00:00,2014.0,507.75,1476.0
2018-09-26 12:00:00+00:00,2000.0,521.0,1543.5
2018-09-26 13:00:00+00:00,1840.5,526.25,1543.25
2018-09-26 14:00:00+00:00,1515.0,526.25,1528.5
2018-09-26 15:00:00+00:00,1051.5,533.5,1469.0
2018-09-26 16:00:00+00:00,542.0,532.25,1365.25
2018-09-26 17:00:00+00:00,155.5,522.75,1255.75
2018-09-26 18:00:00+00:00,2.0,514.5,1212.25
2018-09-26 19:00:00+00:00,0.0,498.5,1201.75
2018-09-26 20:00:00+00:00,0.0,483.75,1198.25
2018-09-26 21:00:00+00:00,0.0,456.5,1215.75
2018-09-26 22:00:00+00:00,0.0,381.75,957.5
2018-09-26 23:00:00+00:00,0.0,330.5,870.75
2018-09-27 00:00:00+00:00,0.0,285.25,790.5
2018-09-27 01:00:00+00:00,0.0,263.5,740.25
2018-09-27 02:00:00+00:00,0.0,251.5,685.75
2018-09-27 03:00:00+00:00,0.0,233.25,643.0
2018-09-27 04:00:00+00:00,0.0,230.75,639.75
2018-09-27 05:00:00+00:00,1.25,238.25,654.25
2018-09-27 06:00:00+00:00,150.0,247.0,655.5
2018-09-27 07:00:00+00:00,512.75,255.5,607.75
2018-09-27 08:00:00+00:00,855.5,266.5,573.5
2018-09-27 09:00:00+00:00,1248.0,285.5,606.75
2018-09-27 10:00:00+00:00,1610.75,324.25,722.75
2018-09-27 11:00:00+00:00,1858.25,352.25,807.75
2018-09-27 12:00:00+00:00,1936.0,364.0,822.25
2018-09-27 13:00:00+00:00,1828.0,350.25,775.5
2018-09-27 14:00:00+00:00,1563.0,337.25,745.0
2018-09-27 15:00:00+00:00,1133.0,343.25,738.25
2018-09-27 16:00:00+00:00,607.75,377.0,722.25
2018-09-27 17:00:00+00:00,177.75,397.75,780.0
2018-09-27 18:00:00+00:00,1.0,411.75,837.25
2018-09-27 19:00:00+00:00,0.0,411.5,811.25
2018-09-27 20:00:00+00:00,0.0,388.0,770.25
2018-09-27 21:00:00+00:00,0.0,368.75,761.5
2018-09-27 22:00:00+00:00,0.0,355.5,728.0
2018-09-27 23:00:00+00:00,0.0,419.5,745.25
2018-09-28 00:00:00+00:00,0.0,489.25,835.5
2018-09-28 01:00:00+00:00,0.0,503.25,985.25
2018-09-28 02:00:00+00:00,0.0,509.75,1049.5
2018-09-28 03:00:00+00:00,0.0,536.5,1130.75
2018-09-28 04:00:00+00:00,0.0,547.75,1196.0
2018-09-28 05:00:00+00:00,1.0,563.0,1198.0
2018-09-28 06:00:00+00:00,50.25,548.75,1186.5
2018-09-28 07:00:00+00:00,191.5,522.0,1155.25
2018-09-28 08:00:00+00:00,414.0,501.5,1177.0
2018-09-28 09:00:00+00:00,772.25,476.0,1169.25
2018-09-28 10:00:00+00:00,1183.5,470.0,1216.75
2018-09-28 11:00:00+00:00,1501.0,463.75,1218.75
2018-09-28 12:00:00+00:00,1621.5,470.75,1250.5
2018-09-28 13:00:00+00:00,1540.75,478.25,1384.5
2018-09-28 14:00:00+00:00,1304.75,495.25,1469.5
2018-09-28 15:00:00+00:00,959.5,484.0,1411.0
2018-09-28 16:00:00+00:00,529.5,457.5,1106.75
2018-09-28 17:00:00+00:00,155.25,410.75,798.0
2018-09-28 18:00:00+00:00,0.5,356.5,657.0
2018-09-28 19:00:00+00:00,0.0,291.75,575.25
2018-09-28 20:00:00+00:00,0.0,220.5,463.0
2018-09-28 21:00:00+00:00,0.0,171.25,315.5
2018-09-28 22:00:00+00:00,0.0,147.0,157.25
2018-09-28 23:00:00+00:00,0.0,83.75,84.5
2018-09-29 00:00:00+00:00,0.0,42.75,47.5
2018-09-29 01:00:00+00:00,0.0,21.75,30.75
2018-09-29 02:00:00+00:00,0.0,13.75,28.25
2018-09-29 03:00:00+00:00,0.0,10.75,34.75
2018-09-29 04:00:00+00:00,0.0,9.0,39.5
2018-09-29 05:00:00+00:00,0.5,9.75,49.25
2018-09-29 06:00:00+00:00,201.75,14.0,71.0
2018-09-29 07:00:00+00:00,718.0,21.25,72.25
2018-09-29 08:00:00+00:00,1190.5,29.75,58.5
2018-09-29 09:00:00+00:00,1594.5,42.25,77.5
2018-09-29 10:00:00+00:00,1857.0,46.5,108.0
2018-09-29 11:00:00+00:00,1913.5,56.25,124.25
2018-09-29 12:00:00+00:00,1792.75,71.75,131.25
2018-09-29 13:00:00+00:00,1597.25,80.25,138.75
2018-09-29 14:00:00+00:00,1326.5,84.0,134.75
2018-09-29 15:00:00+00:00,956.0,83.25,123.0
2018-09-29 16:00:00+00:00,505.5,81.0,110.0
2018-09-29 17:00:00+00:00,139.5,79.75,110.25
2018-09-29 18:00:00+00:00,0.0,74.75,127.0
2018-09-29 19:00:00+00:00,0.0,72.5,161.0
2018-09-29 20:00:00+00:00,0.0,79.5,192.0
2018-09-29 21:00:00+00:00,0.0,82.0,216.5
2018-09-29 22:00:00+00:00,0.0,75.25,227.25
2018-09-29 23:00:00+00:00,0.0,102.75,295.0
2018-09-30 00:00:00+00:00,0.0,134.5,348.25
2018-09-30 01:00:00+00:00,0.0,144.5,351.25
2018-09-30 02:00:00+00:00,0.0,159.0,351.0
2018-09-30 03:00:00+00:00,0.0,185.0,373.5
2018-09-30 04:00:00+00:00,0.0,225.75,432.75
2018-09-30 05:00:00+00:00,0.5,237.0,499.25
2018-09-30 06:00:00+00:00,188.5,231.75,548.5
2018-09-30 07:00:00+00:00,641.0,220.75,474.5
2018-09-30 08:00:00+00:00,984.5,190.0,335.75
2018-09-30 09:00:00+00:00,1232.0,179.25,320.0
2018-09-30 10:00:00+00:00,1377.75,155.0,321.0
2018-09-30 11:00:00+00:00,1405.5,125.5,318.25
2018-09-30 12:00:00+00:00,1273.25,150.25,340.5
2018-09-30 13:00:00+00:00,1043.75,188.0,405.5
2018-09-30 14:00:00+00:00,792.5,232.0,446.5
2018-09-30 15:00:00+00:00,521.5,265.5,435.5
2018-09-30 16:00:00+00:00,258.75,284.75,429.0
2018-09-30 17:00:00+00:00,68.5,317.75,415.25
2018-09-30 18:00:00+00:00,0.0,362.5,389.75
2018-09-30 19:00:00+00:00,0.0,423.75,447.0
2018-09-30 20:00:00+00:00,0.0,453.25,557.0
2018-09-30 21:00:00+00:00,0.0,443.75,615.25
2018-09-30 22:00:00+00:00,0.0,464.5,776.75
2018-09-30 23:00:00+00:00,0.0,450.5,752.75
2018-10-01 00:00:00+00:00,0.0,488.75,818.75
2018-10-01 01:00:00+00:00,0.0,543.25,853.5
2018-10-01 02:00:00+00:00,0.0,571.0,825.0
2018-10-01 03:00:00+00:00,0.0,556.0,821.5
2018-10-01 04:00:00+00:00,0.0,588.0,946.5
2018-10-01 05:00:00+00:00,0.25,658.0,1001.5
2018-10-01 06:00:00+00:00,102.0,735.25,1112.75
2018-10-01 07:00:00+00:00,376.0,744.5,1426.25
2018-10-01 08:00:00+00:00,682.0,752.75,1621.25
2018-10-01 09:00:00+00:00,1019.25,759.75,1977.25
2018-10-01 10:00:00+00:00,1266.0,765.75,2321.5
2018-10-01 11:00:00+00:00,1371.5,754.25,2483.25
2018-10-01 12:00:00+00:00,1368.5,763.25,2468.25
2018-10-01 13:00:00+00:00,1203.0,734.0,2319.0
2018-10-01 14:00:00+00:00,955.25,698.75,2284.75
2018-10-01 15:00:00+00:00,667.5,757.75,2160.0
2018-10-01 16:00:00+00:00,328.0,746.75,1948.5
2018-10-01 17:00:00+00:00,77.5,722.75,1708.75
2018-10-01 18:00:00+00:00,0.0,673.25,1522.0
2018-10-01 19:00:00+00:00,0.0,622.5,1316.0
2018-10-01 20:00:00+00:00,0.0,561.5,1155.5
2018-10-01 21:00:00+00:00,0.0,483.5,912.5
2018-10-01 22:00:00+00:00,0.0,435.0,662.75
2018-10-01 23:00:00+00:00,0.0,371.25,605.75
2018-10-02 00:00:00+00:00,0.0,374.75,575.75
2018-10-02 01:00:00+00:00,0.0,451.75,655.25
2018-10-02 02:00:00+00:00,0.0,521.75,799.0
2018-10-02 03:00:00+00:00,0.0,592.25,1040.25
2018-10-02 04:00:00+00:00,0.0,665.5,1358.5
2018-10-02 05:00:00+00:00,0.0,726.25,1693.0
2018-10-02 06:00:00+00:00,12.0,769.75,1982.5
2018-10-02 07:00:00+00:00,39.0,784.0,2163.25
2018-10-02 08:00:00+00:00,59.0,788.5,2273.0
2018-10-02 09:00:00+00:00,73.75,779.5,2249.5
2018-10-02 10:00:00+00:00,89.5,759.75,2122.5
2018-10-02 11:00:00+00:00,129.0,755.5,2031.25
2018-10-02 12:00:00+00:00,232.5,748.75,2005.75
2018-10-02 13:00:00+00:00,373.5,746.5,2048.75
2018-10-02 14:00:00+00:00,424.5,734.75,2072.25
2018-10-02 15:00:00+00:00,347.0,730.5,2005.25
2018-10-02 16:00:00+00:00,213.25,694.25,1852.25
2018-10-02 17:00:00+00:00,66.5,654.5,1680.75
2018-10-02 18:00:00+00:00,0.0,630.5,1553.5
2018-10-02 19:00:00+00:00,0.0,663.75,1539.5
2018-10-02 20:00:00+00:00,0.0,661.5,1610.75
2018-10-02 21:00:00+00:00,0.0,652.25,1741.5
2018-10-02 22:00:00+00:00,0.0,684.0,1649.5
2018-10-02 23:00:00+00:00,0.0,713.75,1778.75
2018-10-03 00:00:00+00:00,0.0,723.25,1907.25
2018-10-03 01:00:00+00:00,0.0,723.5,1912.0
2018-10-03 02:00:00+00:00,0.0,720.5,1925.75
2018-10-03 03:00:00+00:00,0.0,719.5,1958.25
2018-10-03 04:00:00+00:00,0.0,689.25,1819.25
2018-10-03 05:00:00+00:00,0.0,658.25,1662.75
2018-10-03 06:00:00+00:00,110.25,612.5,1518.75
2018-10-03 07:00:00+00:00,452.5,564.25,1386.25
2018-10-03 08:00:00+00:00,855.25,505.25,1352.0
2018-10-03 09:00:00+00:00,1195.5,442.75,1361.25
2018-10-03 10:00:00+00:00,1435.5,379.75,1249.5
2018-10-03 11:00:00+00:00,1494.5,329.75,1111.5
2018-10-03 12:00:00+00:00,1333.5,297.25,991.0
2018-10-03 13:00:00+00:00,1009.5,273.75,873.25
2018-10-03 14:00:00+00:00,658.0,264.25,770.25
2018-10-03 15:00:00+00:00,356.5,258.75,667.5
2018-10-03 16:00:00+00:00,149.75,253.25,524.75
2018-10-03 17:00:00+00:00,42.5,232.5,447.0
2018-10-03 18:00:00+00:00,0.0,221.75,411.0
2018-10-03 19:00:00+00:00,0.0,223.25,412.0
2018-10-03 20:00:00+00:00,0.0,215.75,399.5
2018-10-03 21:00:00+00:00,0.0,204.75,407.5
2018-10-03 22:00:00+00:00,0.0,344.25,540.75
2018-10-03 23:00:00+00:00,0.0,335.0,607.25
2018-10-04 00:00:00+00:00,0.0,347.25,617.0
2018-10-04 01:00:00+00:00,0.0,334.0,612.75
2018-10-04 02:00:00+00:00,0.0,293.75,657.5
2018-10-04 03:00:00+00:00,0.0,279.25,645.25
2018-10-04 04:00:00+00:00,0.0,270.0,595.5
2018-10-04 05:00:00+00:00,0.0,254.0,525.25
2018-10-04 06:00:00+00:00,29.0,226.25,511.25
2018-10-04 07:00:00+00:00,115.5,229.0,471.25
2018-10-04 08:00:00+00:00,225.75,243.0,409.5
2018-10-04 09:00:00+00:00,346.0,257.75,415.25
2018-10-04 10:00:00+00:00,425.0,270.25,498.5
2018-10-04 11:00:00+00:00,420.5,267.25,620.0
2018-10-04 12:00:00+00:00,363.0,311.25,697.25
2018-10-04 13:00:00+00:00,299.75,347.25,684.75
2018-10-04 14:00:00+00:00,239.25,363.5,658.0
2018-10-04 15:00:00+00:00,164.5,376.75,600.0
2018-10-04 16:00:00+00:00,78.0,392.0,596.0
2018-10-04 17:00:00+00:00,20.75,386.5,644.75
2018-10-04 18:00:00+00:00,0.0,353.5,670.5
2018-10-04 19:00:00+00:00,0.0,327.0,631.5
2018-10-04 20:00:00+00:00,0.0,317.75,580.75
2018-10-04 21:00:00+00:00,0.0,300.0,599.25
2018-10-04 22:00:00+00:00,0.0,331.75,787.25
2018-10-04 23:00:00+00:00,0.0,323.75,755.25
2018-10-05 00:00:00+00:00,0.0,312.75,701.25
2018-10-05 01:00:00+00:00,0.0,307.0,651.75
2018-10-05 02:00:00+00:00,0.0,292.25,618.0
2018-10-05 03:00:00+00:00,0.0,267.0,575.25
2018-10-05 04:00:00+00:00,0.0,265.75,577.75
2018-10-05 05:00:00+00:00,0.0,274.75,621.75
2018-10-05 06:00:00+00:00,109.75,264.75,612.0
2018-10-05 07:00:00+00:00,614.25,224.0,442.25
2018-10-05 08:00:00+00:00,1334.25,179.75,290.5
2018-10-05 09:00:00+00:00,1782.0,141.75,251.5
2018-10-05 10:00:00+00:00,2064.5,111.0,235.25
2018-10-05 11:00:00+00:00,2121.5,88.75,209.25
2018-10-05 12:00:00+00:00,2024.75,71.75,177.0
2018-10-05 13:00:00+00:00,1815.0,55.5,142.5
2018-10-05 14:00:00+00:00,1466.0,33.75,113.5
2018-10-05 15:00:00+00:00,1004.0,19.25,83.5
2018-10-05 16:00:00+00:00,487.25,15.0,75.5
2018-10-05 17:00:00+00:00,93.0,20.0,94.75
2018-10-05 18:00:00+00:00,0.0,25.5,116.0
2018-10-05 19:00:00+00:00,0.0,29.5,107.0
2018-10-05 20:00:00+00:00,0.0,40.0,118.25
2018-10-05 21:00:00+00:00,0.0,54.75,152.25
2018-10-05 22:00:00+00:00,0.0,15.25,63.25
2018-10-05 23:00:00+00:00,0.0,12.0,44.25
2018-10-06 00:00:00+00:00,0.0,11.25,42.25
2018-10-06 01:00:00+00:00,0.0,13.5,49.75
2018-10-06 02:00:00+00:00,0.0,19.25,76.5
2018-10-06 03:00:00+00:00,0.0,34.5,125.75
2018-10-06 04:00:00+00:00,0.0,70.75,208.5
2018-10-06 05:00:00+00:00,0.0,124.75,314.0
2018-10-06 06:00:00+00:00,95.75,150.0,364.75
2018-10-06 07:00:00+00:00,587.5,108.75,222.75
2018-10-06 08:00:00+00:00,1313.0,71.75,134.5
2018-10-06 09:00:00+00:00,1688.75,52.25,119.25
2018-10-06 10:00:00+00:00,1852.0,41.75,122.75
2018-10-06 11:00:00+00:00,1818.0,38.5,135.0
2018-10-06 12:00:00+00:00,1618.25,51.75,141.0
2018-10-06 13:00:00+00:00,1283.0,70.5,136.0
2018-10-06 14:00:00+00:00,863.0,93.0,137.25
2018-10-06 15:00:00+00:00,481.0,119.25,126.75
2018-10-06 16:00:00+00:00,218.0,115.0,155.0
2018-10-06 17:00:00+00:00,55.0,121.0,289.75
2018-10-06 18:00:00+00:00,0.0,209.5,458.5
2018-10-06 19:00:00+00:00,0.0,467.5,681.25
2018-10-06 20:00:00+00:00,0.0,673.75,1068.75
2018-10-06 21:00:00+00:00,0.0,783.75,1575.5
2018-10-06 22:00:00+00:00,0.0,791.75,2126.0
2018-10-06 23:00:00+00:00,0.0,806.25,2515.5
2018-10-07 00:00:00+00:00,0.0,804.0,2610.0
2018-10-07 01:00:00+00:00,0.0,776.5,2424.75
2018-10-07 02:00:00+00:00,0.0,739.75,2199.0
2018-10-07 03:00:00+00:00,0.0,703.0,2011.75
2018-10-07 04:00:00+00:00,0.0,644.75,1668.0
2018-10-07 05:00:00+00:00,0.0,583.5,1250.75
2018-10-07 06:00:00+00:00,44.0,505.75,872.25
2018-10-07 07:00:00+00:00,205.0,443.75,672.0
2018-10-07 08:00:00+00:00,451.75,388.0,580.25
2018-10-07 09:00:00+00:00,730.0,320.25,560.25
2018-10-07 10:00:00+00:00,982.75,277.75,560.0
2018-10-07 11:00:00+00:00,1116.25,235.75,537.0
2018-10-07 12:00:00+00:00,1101.75,206.0,482.25
2018-10-07 13:00:00+00:00,980.75,175.75,397.25
2018-10-07 14:00:00+00:00,803.5,145.75,308.5
2018-10-07 15:00:00+00:00,564.25,115.75,248.75
2018-10-07 16:00:00+00:00,289.5,98.5,219.25
2018-10-07 17:00:00+00:00,66.75,93.25,229.0
2018-10-07 18:00:00+00:00,0.0,83.5,237.5
2018-10-07 19:00:00+00:00,0.0,62.5,231.25
2018-10-07 20:00:00+00:00,0.0,43.75,229.0
2018-10-07 21:00:00+00:00,0.0,28.75,200.25
2018-10-07 22:00:00+00:00,0.0,30.0,134.25
2018-10-07 23:00:00+00:00,0.0,55.0,203.5
2018-10-08 00:00:00+00:00,0.0,81.25,267.5
2018-10-08 01:00:00+00:00,0.0,114.5,319.75
2018-10-08 02:00:00+00:00,0.0,140.0,364.5
2018-10-08 03:00:00+00:00,0.0,172.25,395.75
2018-10-08 04:00:00+00:00,0.0,223.25,452.75
2018-10-08 05:00:00+00:00,0.0,261.25,535.75
2018-10-08 06:00:00+00:00,67.75,278.5,597.25
2018-10-08 07:00:00+00:00,524.5,272.25,508.75
2018-10-08 08:00:00+00:00,1251.5,261.25,390.0
2018-10-08 09:00:00+00:00,1618.0,264.0,388.0
2018-10-08 10:00:00+00:00,1829.5,280.0,459.5
2018-10-08 11:00:00+00:00,1869.25,285.25,491.0
2018-10-08 12:00:00+00:00,1800.0,295.0,510.75
2018-10-08 13:00:00+00:00,1611.0,285.5,486.0
2018-10-08 14:00:00+00:00,1265.0,273.25,444.75
2018-10-08 15:00:00+00:00,821.25,261.75,380.25
2018-10-08 16:00:00+00:00,375.5,263.5,334.75
2018-10-08 17:00:00+00:00,71.75,259.75,345.25
2018-10-08 18:00:00+00:00,0.0,259.5,363.75
2018-10-08 19:00:00+00:00,0.0,245.5,350.0
2018-10-08 20:00:00+00:00,0.0,233.75,358.75
2018-10-08 21:00:00+00:00,0.0,233.75,426.25
2018-10-08 22:00:00+00:00,0.0,342.5,636.5
2018-10-08 23:00:00+00:00,0.0,366.25,663.0
2018-10-09 00:00:00+00:00,0.0,374.0,686.25
2018-10-09 01:00:00+00:00,0.0,386.75,720.25
2018-10-09 02:00:00+00:00,0.0,380.25,765.75
2018-10-09 03:00:00+00:00,0.0,366.75,795.0
2018-10-09 04:00:00+00:00,0.0,350.0,802.5
2018-10-09 05:00:00+00:00,0.0,336.25,782.5
2018-10-09 06:00:00+00:00,62.0,319.25,718.0
2018-10-09 07:00:00+00:00,391.0,279.0,546.0
2018-10-09 08:00:00+00:00,897.0,238.0,371.75
2018-10-09 09:00:00+00:00,1228.5,216.5,325.5
2018-10-09 10:00:00+00:00,1492.5,210.75,355.75
2018-10-09 11:00:00+00:00,1647.0,191.5,362.25
2018-10-09 12:00:00+00:00,1701.75,164.5,343.5
2018-10-09 13:00:00+00:00,1617.75,143.5,300.75
2018-10-09 14:00:00+00:00,1349.75,118.0,244.0
2018-10-09 15:00:00+00:00,908.0,113.25,198.5
2018-10-09 16:00:00+00:00,401.75,137.0,225.5
2018-10-09 17:00:00+00:00,69.0,173.25,331.0
2018-10-09 18:00:00+00:00,0.0,209.25,418.0
2018-10-09 19:00:00+00:00,0.0,234.25,455.25
2018-10-09 20:00:00+00:00,0.0,247.0,487.5
2018-10-09 21:00:00+00:00,0.0,249.5,508.25
2018-10-09 22:00:00+00:00,0.0,232.25,483.5
2018-10-09 23:00:00+00:00,0.0,196.5,400.75
2018-10-10 00:00:00+00:00,0.0,154.25,296.75
2018-10-10 01:00:00+00:00,0.0,112.25,212.25
2018-10-10 02:00:00+00:00,0.0,73.0,178.75
2018-10-10 03:00:00+00:00,0.0,59.25,174.25
2018-10-10 04:00:00+00:00,0.0,89.5,227.0
2018-10-10 05:00:00+00:00,0.0,142.0,352.5
2018-10-10 06:00:00+00:00,59.0,190.25,489.5
2018-10-10 07:00:00+00:00,536.0,198.5,468.0
2018-10-10 08:00:00+00:00,1346.75,169.25,336.75
2018-10-10 09:00:00+00:00,1782.25,161.75,288.0
2018-10-10 10:00:00+00:00,2047.0,194.25,351.25
2018-10-10 11:00:00+00:00,2097.5,240.75,439.25
2018-10-10 12:00:00+00:00,2016.75,298.75,566.75
2018-10-10 13:00:00+00:00,1811.0,345.75,719.0
2018-10-10 14:00:00+00:00,1451.5,393.75,812.5
2018-10-10 15:00:00+00:00,946.0,438.5,965.75
2018-10-10 16:00:00+00:00,403.0,505.5,1331.75
2018-10-10 17:00:00+00:00,61.0,567.0,1669.0
2018-10-10 18:00:00+00:00,0.0,600.75,1859.75
2018-10-10 19:00:00+00:00,0.0,605.75,1905.0
2018-10-10 20:00:00+00:00,0.0,608.25,1882.5
2018-10-10 21:00:00+00:00,0.0,584.25,1806.0
2018-10-10 22:00:00+00:00,0.0,507.5,1542.5
2018-10-10 23:00:00+00:00,0.0,473.5,1393.5
2018-10-11 00:00:00+00:00,0.0,441.5,1282.0
2018-10-11 01:00:00+00:00,0.0,425.5,1209.75
2018-10-11 02:00:00+00:00,0.0,417.75,1155.5
2018-10-11 03:00:00+00:00,0.0,429.75,1156.25
2018-10-11 04:00:00+00:00,0.0,455.0,1171.0
2018-10-11 05:00:00+00:00,0.0,467.5,1196.0
2018-10-11 06:00:00+00:00,56.0,446.5,1136.5
2018-10-11 07:00:00+00:00,396.0,437.0,999.5
2018-10-11 08:00:00+00:00,855.0,435.25,840.5
2018-10-11 09:00:00+00:00,949.75,400.75,784.0
2018-10-11 10:00:00+00:00,1041.5,390.25,779.0
2018-10-11 11:00:00+00:00,1251.5,386.75,773.5
2018-10-11 12:00:00+00:00,1447.5,386.0,795.75
2018-10-11 13:00:00+00:00,1459.25,384.5,795.0
2018-10-11 14:00:00+00:00,1248.0,395.25,704.0
2018-10-11 15:00:00+00:00,843.0,405.5,664.75
2018-10-11 16:00:00+00:00,376.5,459.5,883.0
2018-10-11 17:00:00+00:00,52.5,512.25,1127.5
2018-10-11 18:00:00+00:00,0.0,543.0,1329.0
2018-10-11 19:00:00+00:00,0.0,566.25,1445.0
2018-10-11 20:00:00+00:00,0.0,586.0,1556.25
2018-10-11 21:00:00+00:00,0.0,578.75,1581.0
2018-10-11 22:00:00+00:00,0.0,532.25,1492.0
2018-10-11 23:00:00+00:00,0.0,504.0,1441.25
2018-10-12 00:00:00+00:00,0.0,466.25,1412.75
2018-10-12 01:00:00+00:00,0.0,463.75,1372.25
2018-10-12 02:00:00+00:00,0.0,494.25,1343.25
2018-10-12 03:00:00+00:00,0.0,520.0,1340.0
2018-10-12 04:00:00+00:00,0.0,528.75,1331.5
2018-10-12 05:00:00+00:00,0.0,512.5,1329.0
2018-10-12 06:00:00+00:00,53.0,506.75,1312.25
2018-10-12 07:00:00+00:00,392.5,529.75,1298.75
2018-10-12 08:00:00+00:00,969.25,551.0,1374.25
2018-10-12 09:00:00+00:00,1392.5,573.0,1472.75
2018-10-12 10:00:00+00:00,1648.5,573.0,1547.75
2018-10-12 11:00:00+00:00,1554.0,551.5,1574.25
2018-10-12 12:00:00+00:00,1333.5,554.25,1561.25
2018-10-12 13:00:00+00:00,1089.75,567.25,1605.0
2018-10-12 14:00:00+00:00,771.75,593.75,1598.25
2018-10-12 15:00:00+00:00,452.5,621.25,1642.0
2018-10-12 16:00:00+00:00,198.0,654.25,1836.0
2018-10-12 17:00:00+00:00,44.75,682.5,2003.75
2018-10-12 18:00:00+00:00,0.0,701.75,2130.25
2018-10-12 19:00:00+00:00,0.0,702.0,2117.75
2018-10-12 20:00:00+00:00,0.0,693.75,2073.5
2018-10-12 21:00:00+00:00,0.0,667.0,2039.0
2018-10-12 22:00:00+00:00,0.0,681.75,1957.5
2018-10-12 23:00:00+00:00,0.0,668.0,1890.25
2018-10-13 00:00:00+00:00,0.0,656.5,1829.5
2018-10-13 01:00:00+00:00,0.0,640.25,1795.0
2018-10-13 02:00:00+00:00,0.0,628.25,1767.0
2018-10-13 03:00:00+00:00,0.0,624.0,1750.0
2018-10-13 04:00:00+00:00,0.0,630.0,1760.0
2018-10-13 05:00:00+00:00,0.0,633.25,1727.0
2018-10-13 06:00:00+00:00,50.0,623.5,1645.0
2018-10-13 07:00:00+00:00,516.5,612.0,1522.0
2018-10-13 08:00:00+00:00,1332.5,595.0,1396.5
2018-10-13 09:00:00+00:00,1742.0,566.5,1309.5
2018-10-13 10:00:00+00:00,1944.0,551.0,1259.25
2018-10-13 11:00:00+00:00,1955.0,537.5,1197.5
2018-10-13 12:00:00+00:00,1871.25,526.0,1218.5
2018-10-13 13:00:00+00:00,1658.0,522.5,1298.75
2018-10-13 14:00:00+00:00,1303.75,525.75,1277.25
2018-10-13 15:00:00+00:00,835.25,528.5,1273.25
2018-10-13 16:00:00+00:00,345.25,556.25,1373.75
2018-10-13 17:00:00+00:00,34.0,577.75,1574.75
2018-10-13 18:00:00+00:00,0.0,591.75,1739.75
2018-10-13 19:00:00+00:00,0.0,608.75,1805.75
2018-10-13 20:00:00+00:00,0.0,617.25,1824.75
2018-10-13 21:00:00+00:00,0.0,616.75,1837.0
2018-10-13 22:00:00+00:00,0.0,567.25,1673.75
2018-10-13 23:00:00+00:00,0.0,542.75,1599.25
2018-10-14 00:00:00+00:00,0.0,517.0,1482.0
2018-10-14 01:00:00+00:00,0.0,480.25,1339.25
2018-10-14 02:00:00+00:00,0.0,438.5,1187.0
2018-10-14 03:00:00+00:00,0.0,402.25,1075.75
2018-10-14 04:00:00+00:00,0.0,378.75,1042.75
2018-10-14 05:00:00+00:00,0.0,359.0,1038.0
2018-10-14 06:00:00+00:00,47.0,340.75,1004.25
2018-10-14 07:00:00+00:00,490.0,318.75,879.75
2018-10-14 08:00:00+00:00,1250.5,305.5,784.75
2018-10-14 09:00:00+00:00,1578.5,319.25,838.75
2018-10-14 10:00:00+00:00,1719.5,364.0,1036.5
2018-10-14 11:00:00+00:00,1734.0,402.5,1245.0
2018-10-14 12:00:00+00:00,1636.75,447.25,1465.25
2018-10-14 13:00:00+00:00,1423.5,481.75,1596.75
2018-10-14 14:00:00+00:00,1076.0,501.75,1615.75
2018-10-14 15:00:00+00:00,642.75,505.5,1560.5
2018-10-14 16:00:00+00:00,240.0,504.0,1486.25
2018-10-14 17:00:00+00:00,20.0,498.5,1431.5
2018-10-14 18:00:00+00:00,0.0,471.75,1373.5
2018-10-14 19:00:00+00:00,0.0,411.0,1261.5
2018-10-14 20:00:00+00:00,0.0,325.5,1139.5
2018-10-14 21:00:00+00:00,0.0,224.5,966.75
2018-10-14 22:00:00+00:00,0.0,428.75,1285.25
2018-10-14 23:00:00+00:00,0.0,432.25,1268.25
2018-10-15 00:00:00+00:00,0.0,424.75,1241.5
2018-10-15 01:00:00+00:00,0.0,415.0,1166.25
2018-10-15 02:00:00+00:00,0.0,419.5,1150.25
2018-10-15 03:00:00+00:00,0.0,420.25,1123.5
2018-10-15 04:00:00+00:00,0.0,407.5,1067.25
2018-10-15 05:00:00+00:00,0.0,384.5,991.25
2018-10-15 06:00:00+00:00,44.0,369.0,936.5
2018-10-15 07:00:00+00:00,399.0,351.75,850.75
2018-10-15 08:00:00+00:00,949.75,331.0,760.25
2018-10-15 09:00:00+00:00,1156.5,321.0,733.75
2018-10-15 10:00:00+00:00,1335.5,326.0,735.0
2018-10-15 11:00:00+00:00,1447.75,308.25,705.25
