,Gen. (s) forecast,Gen. (w_off) forecast,Gen. (w_on) forecast
2018-02-15 00:00:00+00:00,0.0,417.5,3236.75
2018-02-15 01:00:00+00:00,0.0,413.0,3242.75
2018-02-15 02:00:00+00:00,0.0,406.5,3226.75
2018-02-15 03:00:00+00:00,0.0,388.75,3065.75
2018-02-15 04:00:00+00:00,0.0,362.0,2833.0
2018-02-15 05:00:00+00:00,0.0,333.0,2604.5
2018-02-15 06:00:00+00:00,10.25,316.25,2437.0
2018-02-15 07:00:00+00:00,38.5,293.25,2205.75
2018-02-15 08:00:00+00:00,67.25,273.25,1943.0
2018-02-15 09:00:00+00:00,90.0,275.0,1754.25
2018-02-15 10:00:00+00:00,122.5,285.0,1640.25
2018-02-15 11:00:00+00:00,199.5,284.5,1596.0
2018-02-15 12:00:00+00:00,305.25,274.75,1597.75
2018-02-15 13:00:00+00:00,372.25,256.75,1549.75
2018-02-15 14:00:00+00:00,330.25,242.0,1454.25
2018-02-15 15:00:00+00:00,189.75,253.5,1379.25
2018-02-15 16:00:00+00:00,60.0,281.0,1421.5
2018-02-15 17:00:00+00:00,0.0,302.25,1513.0
2018-02-15 18:00:00+00:00,0.0,302.75,1548.25
2018-02-15 19:00:00+00:00,0.0,303.75,1545.5
2018-02-15 20:00:00+00:00,0.0,300.0,1560.25
2018-02-15 21:00:00+00:00,0.0,304.0,1584.0
2018-02-15 22:00:00+00:00,0.0,309.75,1616.5
2018-02-15 23:00:00+00:00,0.0,279.5,1581.75
2018-02-16 00:00:00+00:00,0.0,274.5,1544.25
2018-02-16 01:00:00+00:00,0.0,270.5,1481.5
2018-02-16 02:00:00+00:00,0.0,266.5,1403.75
2018-02-16 03:00:00+00:00,0.0,258.0,1359.25
2018-02-16 04:00:00+00:00,0.0,238.25,1279.75
2018-02-16 05:00:00+00:00,0.0,212.25,1164.0
2018-02-16 06:00:00+00:00,113.5,202.5,1107.0
2018-02-16 07:00:00+00:00,599.0,193.0,1034.0
2018-02-16 08:00:00+00:00,1214.5,183.25,965.75
2018-02-16 09:00:00+00:00,1469.25,169.75,999.75
2018-02-16 10:00:00+00:00,1548.0,159.25,1055.0
2018-02-16 11:00:00+00:00,1495.0,148.5,1046.75
2018-02-16 12:00:00+00:00,1345.0,125.75,949.25
2018-02-16 13:00:00+00:00,1079.5,102.0,786.0
2018-02-16 14:00:00+00:00,693.25,78.75,569.5
2018-02-16 15:00:00+00:00,305.75,62.0,409.5
2018-02-16 16:00:00+00:00,81.0,50.75,333.5
2018-02-16 17:00:00+00:00,0.0,46.25,296.0
2018-02-16 18:00:00+00:00,0.0,46.75,295.25
2018-02-16 19:00:00+00:00,0.0,48.75,298.0
2018-02-16 20:00:00+00:00,0.0,51.5,278.0
2018-02-16 21:00:00+00:00,0.0,56.0,265.25
2018-02-16 22:00:00+00:00,0.0,61.75,268.25
2018-02-16 23:00:00+00:00,0.0,50.25,178.0
2018-02-17 00:00:00+00:00,0.0,53.75,192.0
2018-02-17 01:00:00+00:00,0.0,63.5,243.25
2018-02-17 02:00:00+00:00,0.0,72.0,310.0
2018-02-17 03:00:00+00:00,0.0,79.25,382.5
2018-02-17 04:00:00+00:00,0.0,78.25,419.75
2018-02-17 05:00:00+00:00,0.0,65.5,367.75
2018-02-17 06:00:00+00:00,73.5,55.5,307.25
2018-02-17 07:00:00+00:00,288.0,43.25,211.75
2018-02-17 08:00:00+00:00,546.5,33.5,131.5
2018-02-17 09:00:00+00:00,826.0,33.5,101.0
2018-02-17 10:00:00+00:00,1060.0,31.0,79.25
2018-02-17 11:00:00+00:00,1167.25,21.0,68.0
2018-02-17 12:00:00+00:00,1138.5,12.75,56.25
2018-02-17 13:00:00+00:00,982.0,9.0,41.25
2018-02-17 14:00:00+00:00,675.75,7.75,41.0
2018-02-17 15:00:00+00:00,315.5,11.75,66.5
2018-02-17 16:00:00+00:00,86.5,18.5,116.0
2018-02-17 17:00:00+00:00,0.0,27.0,186.75
2018-02-17 18:00:00+00:00,0.0,37.25,269.25
2018-02-17 19:00:00+00:00,0.0,52.5,356.0
2018-02-17 20:00:00+00:00,0.0,64.75,425.25
2018-02-17 21:00:00+00:00,0.0,71.0,445.5
2018-02-17 22:00:00+00:00,0.0,72.25,450.5
2018-02-17 23:00:00+00:00,0.0,95.75,582.0
2018-02-18 00:00:00+00:00,0.0,90.0,574.5
2018-02-18 01:00:00+00:00,0.0,84.0,584.0
2018-02-18 02:00:00+00:00,0.0,80.5,557.75
2018-02-18 03:00:00+00:00,0.0,83.5,546.5
2018-02-18 04:00:00+00:00,0.0,87.5,555.5
2018-02-18 05:00:00+00:00,0.0,87.75,538.25
2018-02-18 06:00:00+00:00,165.25,78.5,442.25
2018-02-18 07:00:00+00:00,666.0,64.25,296.0
2018-02-18 08:00:00+00:00,1132.25,56.5,234.0
2018-02-18 09:00:00+00:00,1314.5,51.5,251.75
2018-02-18 10:00:00+00:00,1350.5,50.25,252.75
2018-02-18 11:00:00+00:00,1279.5,53.25,241.5
2018-02-18 12:00:00+00:00,1147.0,59.25,253.0
2018-02-18 13:00:00+00:00,950.5,61.0,279.0
2018-02-18 14:00:00+00:00,643.5,61.0,273.25
2018-02-18 15:00:00+00:00,304.25,62.75,298.0
2018-02-18 16:00:00+00:00,88.25,71.25,365.5
2018-02-18 17:00:00+00:00,0.0,84.0,449.0
2018-02-18 18:00:00+00:00,0.0,91.75,525.25
2018-02-18 19:00:00+00:00,0.0,103.0,580.25
2018-02-18 20:00:00+00:00,0.0,108.25,618.25
2018-02-18 21:00:00+00:00,0.0,107.75,620.75
2018-02-18 22:00:00+00:00,0.0,102.75,613.25
2018-02-18 23:00:00+00:00,0.0,139.0,712.25
2018-02-19 00:00:00+00:00,0.0,140.75,719.5
2018-02-19 01:00:00+00:00,0.0,147.75,733.5
2018-02-19 02:00:00+00:00,0.0,148.5,717.5
2018-02-19 03:00:00+00:00,0.0,145.0,678.75
2018-02-19 04:00:00+00:00,0.0,136.0,645.0
2018-02-19 05:00:00+00:00,0.25,122.0,611.5
2018-02-19 06:00:00+00:00,49.0,119.0,573.5
2018-02-19 07:00:00+00:00,159.25,117.0,527.25
2018-02-19 08:00:00+00:00,227.25,109.25,470.5
2018-02-19 09:00:00+00:00,263.75,98.5,407.5
2018-02-19 10:00:00+00:00,277.5,87.25,345.5
2018-02-19 11:00:00+00:00,273.0,75.5,269.0
2018-02-19 12:00:00+00:00,244.5,68.5,215.5
2018-02-19 13:00:00+00:00,185.0,62.0,165.5
2018-02-19 14:00:00+00:00,111.5,56.5,140.75
2018-02-19 15:00:00+00:00,48.5,56.5,151.75
2018-02-19 16:00:00+00:00,12.0,60.5,177.75
2018-02-19 17:00:00+00:00,0.0,58.0,203.5
2018-02-19 18:00:00+00:00,0.0,56.5,202.5
2018-02-19 19:00:00+00:00,0.0,53.5,180.75
2018-02-19 20:00:00+00:00,0.0,39.25,153.5
2018-02-19 21:00:00+00:00,0.0,32.75,120.5
2018-02-19 22:00:00+00:00,0.0,31.25,101.0
2018-02-19 23:00:00+00:00,0.0,16.0,131.75
2018-02-20 00:00:00+00:00,0.0,16.0,132.0
2018-02-20 01:00:00+00:00,0.0,17.75,140.5
2018-02-20 02:00:00+00:00,0.0,26.25,166.5
2018-02-20 03:00:00+00:00,0.0,38.25,222.0
2018-02-20 04:00:00+00:00,0.0,41.75,239.25
2018-02-20 05:00:00+00:00,0.5,39.25,216.25
2018-02-20 06:00:00+00:00,151.5,32.0,162.0
2018-02-20 07:00:00+00:00,503.0,26.25,94.0
2018-02-20 08:00:00+00:00,736.75,15.25,57.5
2018-02-20 09:00:00+00:00,868.25,14.5,44.5
2018-02-20 10:00:00+00:00,896.75,11.75,43.75
2018-02-20 11:00:00+00:00,859.25,9.75,58.25
2018-02-20 12:00:00+00:00,778.5,11.75,97.25
2018-02-20 13:00:00+00:00,645.25,25.0,181.75
2018-02-20 14:00:00+00:00,449.25,50.75,292.75
2018-02-20 15:00:00+00:00,237.5,85.0,431.75
2018-02-20 16:00:00+00:00,82.5,113.75,603.5
2018-02-20 17:00:00+00:00,0.0,131.5,734.5
2018-02-20 18:00:00+00:00,0.0,138.25,755.25
2018-02-20 19:00:00+00:00,0.0,143.75,759.25
2018-02-20 20:00:00+00:00,0.0,142.5,755.25
2018-02-20 21:00:00+00:00,0.0,133.75,715.75
2018-02-20 22:00:00+00:00,0.0,120.5,669.0
2018-02-20 23:00:00+00:00,0.0,113.0,623.0
2018-02-21 00:00:00+00:00,0.0,98.75,562.75
2018-02-21 01:00:00+00:00,0.0,78.75,472.25
2018-02-21 02:00:00+00:00,0.0,73.75,396.25
2018-02-21 03:00:00+00:00,0.0,74.75,375.25
2018-02-21 04:00:00+00:00,0.0,68.25,313.5
2018-02-21 05:00:00+00:00,0.5,51.75,217.0
2018-02-21 06:00:00+00:00,227.0,44.0,164.25
2018-02-21 07:00:00+00:00,804.75,35.5,111.75
2018-02-21 08:00:00+00:00,1277.5,22.0,77.75
2018-02-21 09:00:00+00:00,1573.25,18.75,92.0
2018-02-21 10:00:00+00:00,1665.5,20.0,131.75
2018-02-21 11:00:00+00:00,1555.75,26.25,188.0
2018-02-21 12:00:00+00:00,1321.5,44.25,268.75
2018-02-21 13:00:00+00:00,983.5,68.0,370.0
2018-02-21 14:00:00+00:00,596.75,89.75,444.5
2018-02-21 15:00:00+00:00,262.0,107.0,514.5
2018-02-21 16:00:00+00:00,70.75,125.25,614.0
2018-02-21 17:00:00+00:00,0.0,138.75,681.75
2018-02-21 18:00:00+00:00,0.0,140.0,679.0
2018-02-21 19:00:00+00:00,0.0,130.5,679.5
2018-02-21 20:00:00+00:00,0.0,127.25,693.75
2018-02-21 21:00:00+00:00,0.0,132.75,717.5
2018-02-21 22:00:00+00:00,0.0,142.25,743.75
2018-02-21 23:00:00+00:00,0.0,145.5,815.5
2018-02-22 00:00:00+00:00,0.0,148.75,820.25
2018-02-22 01:00:00+00:00,0.0,154.5,833.75
2018-02-22 02:00:00+00:00,0.0,159.0,856.5
2018-02-22 03:00:00+00:00,0.0,166.0,851.0
2018-02-22 04:00:00+00:00,0.0,168.25,839.0
2018-02-22 05:00:00+00:00,1.0,162.25,771.75
2018-02-22 06:00:00+00:00,258.0,149.5,663.5
2018-02-22 07:00:00+00:00,866.25,133.75,550.25
2018-02-22 08:00:00+00:00,1293.75,118.75,506.75
2018-02-22 09:00:00+00:00,1580.5,115.25,573.25
2018-02-22 10:00:00+00:00,1700.0,121.0,683.0
2018-02-22 11:00:00+00:00,1613.5,136.75,795.0
2018-02-22 12:00:00+00:00,1417.75,150.5,921.0
2018-02-22 13:00:00+00:00,1129.5,162.25,1016.75
2018-02-22 14:00:00+00:00,742.0,170.0,1039.5
2018-02-22 15:00:00+00:00,345.0,174.5,967.75
2018-02-22 16:00:00+00:00,91.5,180.0,961.75
2018-02-22 17:00:00+00:00,0.0,188.75,981.5
2018-02-22 18:00:00+00:00,0.0,189.75,899.75
2018-02-22 19:00:00+00:00,0.0,185.75,838.75
2018-02-22 20:00:00+00:00,0.0,176.75,810.25
2018-02-22 21:00:00+00:00,0.0,163.0,781.0
2018-02-22 22:00:00+00:00,0.0,151.25,764.25
2018-02-22 23:00:00+00:00,0.0,152.0,808.75
2018-02-23 00:00:00+00:00,0.0,149.75,806.25
2018-02-23 01:00:00+00:00,0.0,149.5,821.5
2018-02-23 02:00:00+00:00,0.0,146.0,817.75
2018-02-23 03:00:00+00:00,0.0,147.25,860.75
2018-02-23 04:00:00+00:00,0.0,156.0,918.75
2018-02-23 05:00:00+00:00,1.25,162.0,893.25
2018-02-23 06:00:00+00:00,106.5,161.75,874.5
2018-02-23 07:00:00+00:00,387.0,168.75,927.5
2018-02-23 08:00:00+00:00,730.75,180.5,1015.5
2018-02-23 09:00:00+00:00,1169.0,191.5,1225.5
2018-02-23 10:00:00+00:00,1485.0,205.75,1505.25
2018-02-23 11:00:00+00:00,1526.5,231.75,1655.25
2018-02-23 12:00:00+00:00,1436.5,244.25,1693.5
2018-02-23 13:00:00+00:00,1229.5,254.0,1743.75
2018-02-23 14:00:00+00:00,833.5,260.25,1755.5
2018-02-23 15:00:00+00:00,391.25,264.0,1677.25
2018-02-23 16:00:00+00:00,92.0,271.0,1667.75
2018-02-23 17:00:00+00:00,0.0,276.25,1722.75
2018-02-23 18:00:00+00:00,0.0,278.75,1777.0
2018-02-23 19:00:00+00:00,0.0,283.5,1798.25
2018-02-23 20:00:00+00:00,0.0,285.75,1805.75
2018-02-23 21:00:00+00:00,0.0,285.75,1819.0
2018-02-23 22:00:00+00:00,0.0,287.0,1824.5
2018-02-23 23:00:00+00:00,0.0,303.5,1825.5
2018-02-24 00:00:00+00:00,0.0,306.0,1856.25
2018-02-24 01:00:00+00:00,0.0,312.25,1924.75
2018-02-24 02:00:00+00:00,0.0,315.25,1983.5
2018-02-24 03:00:00+00:00,0.0,311.75,1985.75
2018-02-24 04:00:00+00:00,0.0,310.5,2007.5
2018-02-24 05:00:00+00:00,1.5,315.25,2040.25
2018-02-24 06:00:00+00:00,287.5,316.25,2100.5
2018-02-24 07:00:00+00:00,921.25,322.5,2295.0
2018-02-24 08:00:00+00:00,1315.75,325.5,2390.75
2018-02-24 09:00:00+00:00,1588.0,326.75,2426.0
2018-02-24 10:00:00+00:00,1653.0,330.0,2451.0
2018-02-24 11:00:00+00:00,1508.0,338.5,2503.5
2018-02-24 12:00:00+00:00,1273.0,343.75,2513.75
2018-02-24 13:00:00+00:00,989.0,344.25,2484.75
2018-02-24 14:00:00+00:00,664.0,346.0,2394.75
2018-02-24 15:00:00+00:00,320.5,349.5,2281.0
2018-02-24 16:00:00+00:00,77.25,355.0,2327.5
2018-02-24 17:00:00+00:00,0.0,362.5,2416.25
2018-02-24 18:00:00+00:00,0.0,366.0,2439.25
2018-02-24 19:00:00+00:00,0.0,364.25,2420.75
2018-02-24 20:00:00+00:00,0.0,359.0,2381.5
2018-02-24 21:00:00+00:00,0.0,347.5,2289.75
2018-02-24 22:00:00+00:00,0.0,334.75,2192.5
2018-02-24 23:00:00+00:00,0.0,320.25,2069.25
2018-02-25 00:00:00+00:00,0.0,308.0,1953.25
2018-02-25 01:00:00+00:00,0.0,296.75,1845.5
2018-02-25 02:00:00+00:00,0.0,287.75,1767.5
2018-02-25 03:00:00+00:00,0.0,284.0,1725.0
2018-02-25 04:00:00+00:00,0.0,281.25,1659.25
2018-02-25 05:00:00+00:00,2.0,275.75,1597.0
2018-02-25 06:00:00+00:00,290.5,272.5,1578.25
2018-02-25 07:00:00+00:00,929.5,268.75,1644.0
2018-02-25 08:00:00+00:00,1334.25,259.5,1613.0
2018-02-25 09:00:00+00:00,1641.0,249.25,1600.75
2018-02-25 10:00:00+00:00,1806.25,239.25,1583.25
2018-02-25 11:00:00+00:00,1767.25,234.5,1565.0
2018-02-25 12:00:00+00:00,1532.0,240.0,1594.0
2018-02-25 13:00:00+00:00,1202.5,246.5,1623.25
2018-02-25 14:00:00+00:00,779.75,250.25,1605.5
2018-02-25 15:00:00+00:00,348.5,251.5,1481.5
2018-02-25 16:00:00+00:00,72.5,252.5,1371.0
2018-02-25 17:00:00+00:00,0.0,257.25,1276.75
2018-02-25 18:00:00+00:00,0.0,248.25,1216.25
2018-02-25 19:00:00+00:00,0.0,237.0,1198.25
2018-02-25 20:00:00+00:00,0.0,232.0,1199.75
2018-02-25 21:00:00+00:00,0.0,228.0,1191.5
2018-02-25 22:00:00+00:00,0.0,218.5,1131.25
2018-02-25 23:00:00+00:00,0.0,207.75,1093.75
2018-02-26 00:00:00+00:00,0.0,202.5,1084.5
2018-02-26 01:00:00+00:00,0.0,198.5,1058.25
2018-02-26 02:00:00+00:00,0.0,191.75,1050.5
2018-02-26 03:00:00+00:00,0.0,186.25,1074.25
2018-02-26 04:00:00+00:00,0.0,179.5,1106.75
2018-02-26 05:00:00+00:00,6.0,169.5,1092.75
2018-02-26 06:00:00+00:00,185.5,151.75,1018.0
2018-02-26 07:00:00+00:00,592.75,142.25,949.25
2018-02-26 08:00:00+00:00,868.5,139.75,932.25
2018-02-26 09:00:00+00:00,1050.5,156.0,1040.0
2018-02-26 10:00:00+00:00,1196.0,173.25,1164.25
2018-02-26 11:00:00+00:00,1020.5,188.25,1267.5
2018-02-26 12:00:00+00:00,611.5,197.0,1315.75
2018-02-26 13:00:00+00:00,524.5,205.5,1362.25
2018-02-26 14:00:00+00:00,398.25,205.75,1360.5
2018-02-26 15:00:00+00:00,237.75,186.5,1241.25
2018-02-26 16:00:00+00:00,71.5,166.5,1125.75
2018-02-26 17:00:00+00:00,0.25,149.5,1028.75
2018-02-26 18:00:00+00:00,0.0,138.25,966.5
2018-02-26 19:00:00+00:00,0.0,128.0,907.25
2018-02-26 20:00:00+00:00,0.0,118.75,845.75
2018-02-26 21:00:00+00:00,0.0,111.5,773.0
2018-02-26 22:00:00+00:00,0.0,104.5,703.25
2018-02-26 23:00:00+00:00,0.0,181.25,879.25
2018-02-27 00:00:00+00:00,0.0,175.5,820.25
2018-02-27 01:00:00+00:00,0.0,169.75,747.25
2018-02-27 02:00:00+00:00,0.0,163.5,679.5
2018-02-27 03:00:00+00:00,0.0,154.0,633.75
2018-02-27 04:00:00+00:00,0.0,130.25,574.25
2018-02-27 05:00:00+00:00,3.0,93.25,500.25
2018-02-27 06:00:00+00:00,188.0,91.25,481.5
2018-02-27 07:00:00+00:00,585.0,104.75,526.5
2018-02-27 08:00:00+00:00,855.0,119.0,572.0
2018-02-27 09:00:00+00:00,1126.5,114.5,596.5
2018-02-27 10:00:00+00:00,1309.0,101.25,606.5
2018-02-27 11:00:00+00:00,1319.75,90.75,636.0
2018-02-27 12:00:00+00:00,1146.75,91.5,625.75
2018-02-27 13:00:00+00:00,879.5,104.25,593.75
2018-02-27 14:00:00+00:00,576.0,113.0,603.25
2018-02-27 15:00:00+00:00,279.5,110.5,571.75
2018-02-27 16:00:00+00:00,70.75,111.75,528.5
2018-02-27 17:00:00+00:00,0.0,115.25,560.25
2018-02-27 18:00:00+00:00,0.0,115.25,646.25
2018-02-27 19:00:00+00:00,0.0,125.5,728.25
2018-02-27 20:00:00+00:00,0.0,146.0,827.0
2018-02-27 21:00:00+00:00,0.0,159.0,875.75
2018-02-27 22:00:00+00:00,0.0,164.0,969.75
2018-02-27 23:00:00+00:00,0.0,186.0,1330.25
2018-02-28 00:00:00+00:00,0.0,194.75,1394.25
2018-02-28 01:00:00+00:00,0.0,210.0,1510.0
2018-02-28 02:00:00+00:00,0.0,232.5,1660.25
2018-02-28 03:00:00+00:00,0.0,248.5,1692.25
2018-02-28 04:00:00+00:00,0.0,263.75,1806.75
2018-02-28 05:00:00+00:00,3.5,289.0,2010.25
2018-02-28 06:00:00+00:00,191.0,302.0,2099.5
2018-02-28 07:00:00+00:00,640.5,321.75,2270.5
2018-02-28 08:00:00+00:00,1021.0,332.25,2355.0
2018-02-28 09:00:00+00:00,1336.25,328.25,2361.0
2018-02-28 10:00:00+00:00,1507.75,312.75,2307.25
2018-02-28 11:00:00+00:00,1510.0,305.0,2280.5
2018-02-28 12:00:00+00:00,1342.0,309.75,2341.75
2018-02-28 13:00:00+00:00,1002.5,320.0,2449.25
2018-02-28 14:00:00+00:00,579.25,336.25,2581.0
2018-02-28 15:00:00+00:00,291.0,356.0,2706.0
2018-02-28 16:00:00+00:00,79.0,369.0,2762.5
2018-02-28 17:00:00+00:00,0.5,378.75,2816.25
2018-02-28 18:00:00+00:00,0.0,388.25,2899.25
2018-02-28 19:00:00+00:00,0.0,393.75,2970.0
2018-02-28 20:00:00+00:00,0.0,399.75,3023.75
2018-02-28 21:00:00+00:00,0.0,401.0,3064.5
2018-02-28 22:00:00+00:00,0.0,403.5,3113.75
2018-02-28 23:00:00+00:00,0.0,423.25,3344.5
2018-03-01 00:00:00+00:00,0.0,428.0,3415.0
2018-03-01 01:00:00+00:00,0.0,433.5,3508.75
2018-03-01 02:00:00+00:00,0.0,438.5,3572.75
2018-03-01 03:00:00+00:00,0.0,442.25,3611.25
2018-03-01 04:00:00+00:00,0.0,445.25,3655.0
2018-03-01 05:00:00+00:00,13.75,448.0,3690.0
2018-03-01 06:00:00+00:00,187.5,450.0,3724.0
2018-03-01 07:00:00+00:00,576.5,451.5,3800.0
2018-03-01 08:00:00+00:00,908.5,452.25,3831.25
2018-03-01 09:00:00+00:00,1120.0,451.75,3820.25
2018-03-01 10:00:00+00:00,1187.5,450.5,3800.75
2018-03-01 11:00:00+00:00,1145.5,449.0,3785.25
2018-03-01 12:00:00+00:00,1026.0,449.75,3782.25
2018-03-01 13:00:00+00:00,835.5,450.5,3784.75
2018-03-01 14:00:00+00:00,579.0,450.75,3780.0
2018-03-01 15:00:00+00:00,296.0,449.5,3738.0
2018-03-01 16:00:00+00:00,80.5,448.0,3671.25
2018-03-01 17:00:00+00:00,2.0,448.75,3683.75
2018-03-01 18:00:00+00:00,0.0,451.0,3675.0
2018-03-01 19:00:00+00:00,0.0,453.0,3648.25
2018-03-01 20:00:00+00:00,0.0,452.75,3612.0
2018-03-01 21:00:00+00:00,0.0,448.0,3558.25
2018-03-01 22:00:00+00:00,0.0,442.25,3495.75
2018-03-01 23:00:00+00:00,0.0,447.0,3521.25
2018-03-02 00:00:00+00:00,0.0,448.5,3544.0
2018-03-02 01:00:00+00:00,0.0,450.0,3592.0
2018-03-02 02:00:00+00:00,0.0,450.25,3594.75
2018-03-02 03:00:00+00:00,0.0,447.0,3544.0
2018-03-02 04:00:00+00:00,0.0,444.5,3521.5
2018-03-02 05:00:00+00:00,19.0,442.25,3568.5
2018-03-02 06:00:00+00:00,244.0,443.0,3583.25
2018-03-02 07:00:00+00:00,690.75,442.25,3613.5
2018-03-02 08:00:00+00:00,950.75,439.75,3556.5
2018-03-02 09:00:00+00:00,1071.5,432.5,3434.75
2018-03-02 10:00:00+00:00,1126.0,424.25,3344.0
2018-03-02 11:00:00+00:00,1076.0,410.75,3259.25
2018-03-02 12:00:00+00:00,906.75,400.0,3124.0
2018-03-02 13:00:00+00:00,680.0,388.75,2964.0
2018-03-02 14:00:00+00:00,422.75,377.0,2825.0
2018-03-02 15:00:00+00:00,189.0,371.75,2698.25
2018-03-02 16:00:00+00:00,46.25,366.75,2561.0
2018-03-02 17:00:00+00:00,1.75,362.0,2524.0
2018-03-02 18:00:00+00:00,0.0,354.0,2480.0
2018-03-02 19:00:00+00:00,0.0,346.25,2392.5
2018-03-02 20:00:00+00:00,0.0,334.0,2253.25
2018-03-02 21:00:00+00:00,0.0,319.75,2112.75
2018-03-02 22:00:00+00:00,0.0,304.5,2006.25
2018-03-02 23:00:00+00:00,0.0,279.5,1825.5
2018-03-03 00:00:00+00:00,0.0,277.0,1821.75
2018-03-03 01:00:00+00:00,0.0,277.25,1862.0
2018-03-03 02:00:00+00:00,0.0,283.0,1913.75
2018-03-03 03:00:00+00:00,0.0,294.0,1968.5
2018-03-03 04:00:00+00:00,0.0,295.0,1983.25
2018-03-03 05:00:00+00:00,25.75,284.0,1953.75
2018-03-03 06:00:00+00:00,161.75,275.5,1920.0
2018-03-03 07:00:00+00:00,383.75,265.25,1931.75
2018-03-03 08:00:00+00:00,551.25,244.25,1837.75
2018-03-03 09:00:00+00:00,671.75,226.75,1706.25
2018-03-03 10:00:00+00:00,720.5,216.5,1610.5
2018-03-03 11:00:00+00:00,689.0,215.25,1556.25
2018-03-03 12:00:00+00:00,589.0,225.75,1560.75
2018-03-03 13:00:00+00:00,452.5,235.75,1589.5
2018-03-03 14:00:00+00:00,299.0,246.0,1584.5
2018-03-03 15:00:00+00:00,147.0,254.0,1535.5
2018-03-03 16:00:00+00:00,40.0,255.75,1514.0
2018-03-03 17:00:00+00:00,2.5,253.5,1504.5
2018-03-03 18:00:00+00:00,0.0,246.75,1493.0
2018-03-03 19:00:00+00:00,0.0,233.5,1466.5
2018-03-03 20:00:00+00:00,0.0,222.5,1402.25
2018-03-03 21:00:00+00:00,0.0,210.5,1327.25
2018-03-03 22:00:00+00:00,0.0,197.75,1265.75
2018-03-03 23:00:00+00:00,0.0,178.0,1056.25
2018-03-04 00:00:00+00:00,0.0,181.0,1056.5
2018-03-04 01:00:00+00:00,0.0,188.25,1074.25
2018-03-04 02:00:00+00:00,0.0,189.0,1071.0
2018-03-04 03:00:00+00:00,0.0,178.5,1039.75
2018-03-04 04:00:00+00:00,0.0,172.25,1014.5
2018-03-04 05:00:00+00:00,28.75,174.25,1002.0
2018-03-04 06:00:00+00:00,134.75,165.0,920.25
2018-03-04 07:00:00+00:00,283.75,150.25,798.75
2018-03-04 08:00:00+00:00,432.5,132.0,673.75
2018-03-04 09:00:00+00:00,597.0,116.0,581.0
2018-03-04 10:00:00+00:00,740.75,104.75,542.5
2018-03-04 11:00:00+00:00,817.5,107.0,551.0
2018-03-04 12:00:00+00:00,805.75,126.25,652.5
2018-03-04 13:00:00+00:00,665.5,151.25,777.25
2018-03-04 14:00:00+00:00,404.25,181.25,947.25
2018-03-04 15:00:00+00:00,162.0,221.0,1248.75
2018-03-04 16:00:00+00:00,36.75,258.25,1574.0
2018-03-04 17:00:00+00:00,1.75,272.5,1750.0
2018-03-04 18:00:00+00:00,0.0,255.25,1729.25
2018-03-04 19:00:00+00:00,0.0,243.75,1729.75
2018-03-04 20:00:00+00:00,0.0,238.5,1758.25
2018-03-04 21:00:00+00:00,0.0,257.25,1758.0
2018-03-04 22:00:00+00:00,0.0,267.75,1804.5
2018-03-04 23:00:00+00:00,0.0,329.5,2494.0
2018-03-05 00:00:00+00:00,0.0,331.75,2438.75
2018-03-05 01:00:00+00:00,0.0,337.25,2358.0
2018-03-05 02:00:00+00:00,0.0,335.75,2288.75
2018-03-05 03:00:00+00:00,0.0,332.5,2201.0
2018-03-05 04:00:00+00:00,0.0,324.75,2105.25
2018-03-05 05:00:00+00:00,31.5,308.25,1959.25
2018-03-05 06:00:00+00:00,209.0,289.0,1837.0
2018-03-05 07:00:00+00:00,490.75,256.25,1638.0
2018-03-05 08:00:00+00:00,652.25,225.0,1423.5
2018-03-05 09:00:00+00:00,749.0,205.75,1292.75
2018-03-05 10:00:00+00:00,811.0,189.25,1129.75
2018-03-05 11:00:00+00:00,814.5,163.5,953.75
2018-03-05 12:00:00+00:00,750.5,127.0,750.0
2018-03-05 13:00:00+00:00,616.75,96.5,552.75
2018-03-05 14:00:00+00:00,438.5,60.75,366.25
2018-03-05 15:00:00+00:00,242.0,40.0,274.5
2018-03-05 16:00:00+00:00,73.0,34.0,310.5
2018-03-05 17:00:00+00:00,5.0,47.75,403.5
2018-03-05 18:00:00+00:00,0.0,79.5,519.75
2018-03-05 19:00:00+00:00,0.0,115.25,697.75
2018-03-05 20:00:00+00:00,0.0,151.5,886.75
2018-03-05 21:00:00+00:00,0.0,178.75,1001.75
2018-03-05 22:00:00+00:00,0.0,196.0,1110.5
2018-03-05 23:00:00+00:00,0.0,191.75,1122.25
2018-03-06 00:00:00+00:00,0.0,186.75,1085.75
2018-03-06 01:00:00+00:00,0.0,181.0,1053.5
2018-03-06 02:00:00+00:00,0.0,178.5,1027.0
2018-03-06 03:00:00+00:00,0.0,173.0,1003.25
2018-03-06 04:00:00+00:00,0.0,159.75,959.5
2018-03-06 05:00:00+00:00,34.0,141.0,881.25
2018-03-06 06:00:00+00:00,226.25,128.0,760.5
2018-03-06 07:00:00+00:00,539.0,112.5,581.25
2018-03-06 08:00:00+00:00,722.0,96.25,422.5
2018-03-06 09:00:00+00:00,771.75,84.75,307.75
2018-03-06 10:00:00+00:00,697.5,80.0,233.0
2018-03-06 11:00:00+00:00,548.0,77.5,182.5
2018-03-06 12:00:00+00:00,397.0,76.5,161.25
2018-03-06 13:00:00+00:00,284.5,56.0,136.25
